J',nu1',nu2',nu3',Energy
0,4,1,9,-148.682412593099
0,4,1,10,87.3788585355789
0,2,3,0,-0.00090837985917241
0,2,3,1,0.006296820688468152
0,2,3,2,0.05489790563429475
0,2,3,3,-2.06631923779977
0,2,3,4,-26.5530217334236
0,2,3,5,-24.7014555835201
0,2,3,6,414.372523084622
0,2,3,7,573.177833576539
0,2,3,8,621.485394480307
0,2,3,9,79.0063840220898
0,2,3,10,-288.008560365551
0,0,6,0,2.283605036715939e-05
0,0,6,1,-0.0001457485201511273
0,0,6,2,-0.0004544464803895169
0,0,6,3,0.0538325467828685
0,0,6,4,0.671242172366118
0,0,6,5,1.51566474275871
0,0,6,6,-8.78866925247643
0,0,6,7,0.637580654777979
0,0,6,8,-15.7021458765994
0,0,6,0,-0.000164326477651306
0,0,6,1,0.001324569285369591
0,0,6,2,0.005237396493730915
0,0,6,3,-0.368963869998998
0,0,6,4,-5.24538650084409
0,0,6,5,-11.4825657988709
0,0,6,6,81.3945655675848
0,0,6,7,11.120100891919
0,0,6,8,152.667259801681
0,4,2,0,-0.0003636339490575345
0,4,2,1,0.00548302164806542
0,4,2,2,0.0197726604806781
0,4,2,3,-0.681247486394758
0,4,2,4,-15.351678052352
0,4,2,5,-44.1242559582728
0,4,2,6,241.857216263591
0,4,2,7,175.425526205283
0,4,2,8,409.784261452852
0,6,1,0,3.795657562026509e-06
0,6,1,1,-4.707455468946129e-05
0,6,1,2,7.491471239056338e-05
0,6,1,3,0.00814257083182252
0,6,1,4,0.152136039980869
0,6,1,5,0.657168757120635
0,6,1,6,-1.64732658642201
0,0,7,0,6.734367481831022e-05
0,0,7,1,-0.001201704627407575
0,0,7,2,-0.001413668518835508
0,0,7,3,0.118119645621447
0,0,7,4,3.20423169855632
0,0,7,5,12.6357019212421
0,0,7,6,-50.9864586446777
0,1,6,0,-0.0001268397200610771
0,1,6,1,0.003246016615478505
0,1,6,2,0.001813877871592339
0,1,6,3,-0.171811897184927
0,1,6,4,-7.57972741939566
0,1,6,5,-35.5306842874391
0,1,6,6,121.573254114593
0,7,1,0,-1.603971699255058e-05
0,7,1,1,0.0004030268398265127
0,7,1,2,2.006345440128736e-05
0,7,1,3,-0.02242541023390463
0,7,1,4,-0.952927072116002
0,4,3,0,3.569117173231027e-05
0,4,3,1,-0.001008604326945037
0,4,3,2,0.001437285093366018
0,4,3,3,0.04341532203994304
0,4,3,4,2.32487907064744
0,4,3,5,13.3132012622755
0,4,3,6,-37.3880060757977
0,0,8,0,-4.091573790576915e-05
0,0,8,1,0.00135147307902833
0,0,8,2,-0.001986854628627906
0,0,8,3,-0.04122978562985853
0,0,8,4,-2.99197042685926
0,1,7,0,-4.00685951666802e-05
0,1,7,1,0.002442153858614427
0,1,7,2,-0.004889898285460657
0,1,7,3,0.01516100384734897
0,1,7,4,-4.75096959402139
0,3,5,0,1.164951980639933e-05
0,3,5,1,0.000603792696715046
0,3,5,2,-0.0007613936876671857
0,3,5,3,0.06136370106705602
0,3,5,4,-0.728957949619493
0,0,1,0,-4.393765122347964e-06
0,0,1,1,0.001746278908529122
0,0,1,2,-0.008161183600858426
0,0,1,3,0.0353295796593912
0,0,1,4,-2.16109208200144
0,0,1,5,-22.3255110323439
0,0,1,6,-24.3410688018993
0,0,1,7,183.835178780724
0,0,1,8,-40.8990190417312
0,0,1,9,-444.139896472268
0,0,1,10,-334.831310016646
0,0,1,11,-336.107086305279
0,0,1,12,-27.8187349218614
0,0,1,13,55.2640127058438
0,0,1,14,12.7967017434745
0,0,1,15,0.767444384198789
0,0,1,16,0.212074415786538
0,2,0,0,2.402443285598579e-05
0,2,0,1,-0.001266325992942332
0,2,0,2,-0.002992723469150482
0,2,0,3,-0.001253167674625185
0,2,0,4,1.88573526084257
0,2,0,5,8.07957317607297
0,2,0,6,-19.3544566593848
0,2,0,7,-45.3151757643883
0,2,0,8,57.1192560678859
0,2,0,9,118.819257094546
0,2,0,10,95.9143651845947
0,2,0,11,85.1482632004956
0,2,0,12,-30.854465413471
0,2,0,13,-16.7130129014386
0,2,0,14,-9.15946988548012
0,2,0,15,-1.07397985362563
0,2,0,16,-0.003190879535159313
0,3,0,0,-1.153618837451844e-05
0,3,0,1,-3.538078260079223e-05
0,3,0,2,0.001880736829021057
0,3,0,3,-0.03301930096357347
0,3,0,4,-0.02735601926294486
0,3,0,5,1.43408272447571
0,3,0,6,-12.4526471335382
0,3,0,7,4.67197705414437
0,3,0,8,-16.4962492792841
0,3,0,9,-18.2125691064729
0,3,0,10,38.4458180258088
0,3,0,11,-4.97889311857985
0,3,0,12,-22.1480789615344
0,3,0,13,-2.35618777971165
0,3,0,14,-0.345813564839599
0,2,1,0,0.0002883249575810093
0,2,1,1,-0.001219221156679493
0,2,1,2,-0.06992294746501926
0,2,1,3,0.580870682336381
0,2,1,4,4.40481135310902
0,2,1,5,-45.4734856792954
0,2,1,6,-6.23435908491825
0,2,1,7,288.572067375783
0,2,1,8,-658.380289188345
0,2,1,9,22948.7153663839
0,2,1,10,699.253387005004
0,2,1,11,-280.945358997149
0,2,1,12,42.9998590559647
0,2,1,13,113.240095889256
0,2,1,14,-5.35673413723562
0,4,0,0,7.762754167854943e-07
0,4,0,1,-5.216159092007033e-06
0,4,0,2,0.0006053050310620825
0,4,0,3,0.006552376731262684
0,4,0,4,-0.003706892323010616
0,4,0,5,0.733816340211987
0,4,0,6,8.66876363841932
0,4,0,7,3.08882308699991
0,4,0,8,63.9154896477214
0,4,0,9,3.51218395800237
0,4,0,10,-68.9366378748475
0,4,0,11,-2.17744651150775
0,4,0,12,14.1130574289178
0,1,3,0,-0.000195845351325325
0,1,3,1,0.003423592899765315
0,1,3,2,0.0258876222464689
0,1,3,3,-0.376750244030521
0,1,3,4,-5.92380826283348
0,1,3,5,-11.9427269918475
0,1,3,6,-118.701806052191
0,1,3,7,57.5584774653884
0,1,3,8,-674.248691681481
0,1,3,9,-247.782365370874
0,1,3,10,873.379290746194
0,1,3,11,-93.9777735953481
0,1,3,12,-217.247789119442
0,5,0,0,-1.461043001127871e-06
0,5,0,1,3.737219621410011e-05
0,5,0,2,-8.778825815895585e-05
0,5,0,3,-0.00389990616969609
0,5,0,4,-0.05296915523524195
0,5,0,5,-0.474899547544962
0,5,0,6,-3.48579427586759
0,5,0,7,1.2289874466139
0,5,0,8,-17.6899952174917
0,5,0,9,-3.95857436389265
0,5,0,10,23.6750220981134
0,4,1,0,-2.513550554938813e-05
0,4,1,1,0.001074075399004816
0,4,1,2,0.001192090577670361
0,4,1,3,-0.02278655762184188
0,4,1,4,-1.53592377633315
0,4,1,5,-8.70192050855274
0,4,1,6,-9.65873804711925
0,4,1,7,98.2368874964838
0,4,1,8,-68.9248033084687
0,4,1,9,-209.074008679469
0,4,1,10,168.48118416231
0,2,3,0,6.750525250562402e-06
0,2,3,1,-0.002884669123615385
0,2,3,2,0.0126160806695362
0,2,3,3,-0.07273247856458268
0,2,3,4,3.41019132574513
0,2,3,5,35.9582408233903
0,2,3,6,28.7259885014399
0,2,3,7,-454.768424499198
0,2,3,8,-574.105158865531
0,2,3,9,673.861862855358
0,2,3,10,-115.044129847899
0,0,6,0,-6.217278894002481e-07
0,0,6,1,7.208813237882522e-05
0,0,6,2,-0.0003020022138986307
0,0,6,3,0.0001502277047654186
0,0,6,4,-0.08825312399459627
0,0,6,5,-0.916652291094754
0,0,6,6,-1.84093296093486
0,0,6,7,9.60868881840145
0,0,6,8,-2.00817913239944
0,0,6,0,2.763676092484424e-06
0,0,6,1,-0.0005231322674991981
0,0,6,2,0.002749081443136756
0,0,6,3,-0.00487508708678045
0,0,6,4,0.611614817739613
0,0,6,5,7.16635727767627
0,0,6,6,13.809255932998
0,0,6,7,-89.6322568275411
0,0,6,8,-1.08521989479453
0,4,2,0,-6.382491339600075e-06
0,4,2,1,-0.001196455203191647
0,4,2,2,0.01152817636883068
0,4,2,3,-0.02766175363352231
0,4,2,4,1.18684020652591
0,4,2,5,21.0913292017494
0,4,2,6,52.8813222349609
0,4,2,7,-267.620322986285
0,4,2,8,-150.526525611895
0,6,1,0,-9.178015014235158e-08
0,6,1,1,1.226953176450636e-05
0,6,1,2,-0.0001019074131501202
0,6,1,3,-0.0002275878283811105
0,6,1,4,-0.01376623131772254
0,6,1,5,-0.210852162068164
0,6,1,6,-0.801714924634393
0,0,7,0,7.74152640383316e-07
0,0,7,1,0.0002235728802484178
0,0,7,2,-0.002570690824165495
0,0,7,3,0.001244524545382859
0,0,7,4,-0.209953678986235
0,0,7,5,-4.4349214264958
0,0,7,6,-15.2501170367674
0,1,6,0,-4.442430924317862e-06
0,1,6,1,-0.0004348595436809807
0,1,6,2,0.006991816857567918
0,1,6,3,-0.001665525175524
0,1,6,4,0.332637939397674
0,1,6,5,10.5471195820574
0,1,6,6,42.9160970886229
0,7,1,0,-4.430810881827988e-07
0,7,1,1,-5.482719231065338e-05
0,7,1,2,0.0008706982175047401
0,7,1,3,0.0001729788645944216
0,7,1,4,0.04298609850298507
0,4,3,0,6.905349921839238e-07
0,4,3,1,0.0001231334799549109
0,4,3,2,-0.00220059352988787
0,4,3,3,-0.00293919155215727
0,4,3,4,-0.08706215415193512
0,4,3,5,-3.25663599584671
0,4,3,6,-16.1463767842348
0,0,8,0,-1.294806969153084e-06
0,0,8,1,-0.000143861960134983
0,0,8,2,0.002952335283101088
0,0,8,3,0.003819972737214667
0,0,8,4,0.08974025492300132
0,1,7,0,-3.758555951112206e-06
0,1,7,1,-0.0001559911757649953
0,1,7,2,0.005365281642557207
0,1,7,3,0.008071699298512473
0,1,7,4,0.01934957495697634
0,3,5,0,-2.40359901886173e-06
0,3,5,1,2.724118782667147e-05
0,3,5,2,0.001328929012945877
0,3,5,3,0.0004512827623325444
0,3,5,4,-0.08666760773516699
0,0,1,0,3.480403621597081e-06
0,0,1,1,4.508493134800238e-05
0,0,1,2,-0.004140897935578782
0,0,1,3,-0.01418515587220106
0,0,1,4,0.03008608715233309
0,0,1,5,-3.35190127278585
0,0,1,6,-29.1273192904315
0,0,1,7,-28.3505447805992
0,0,1,8,193.428727316306
0,0,1,9,65.2779488632879
0,0,1,10,-477.480273565228
0,0,1,11,-322.682916345511
0,0,1,12,356.552091019615
0,0,1,13,26.9693490849199
0,0,1,14,65.5422964114966
0,0,1,15,17.3776938760936
0,0,1,16,1.47858774942941
0,2,0,0,-5.4575700737958e-06
0,2,0,1,-0.0001026857203899675
0,2,0,2,0.002846178041824357
0,2,0,3,-0.006072692244470064
0,2,0,4,0.02467909863235023
0,2,0,5,2.79316359887787
0,2,0,6,10.1755682892905
0,2,0,7,-22.5015849292368
0,2,0,8,-43.5487206358951
0,2,0,9,-55.7367590768565
0,2,0,10,121.332870425381
0,2,0,11,103.614347500418
0,2,0,12,-85.4643718139871
0,2,0,13,35.0062972755105
0,2,0,14,-18.5091679545085
0,2,0,15,-11.7687742046192
0,2,0,16,-1.5807589744877
0,3,0,0,5.657951446900414e-07
0,3,0,1,3.784875135548971e-05
0,3,0,2,0.0001269839212432027
0,3,0,3,0.003014903629275127
0,3,0,4,-0.0548885526128225
0,3,0,5,-0.01020780535213961
0,3,0,6,1.73711018434602
0,3,0,7,-15.2816110912704
0,3,0,8,7.49160838458465
0,3,0,9,24.2271460547213
0,3,0,10,-24.7972984724431
0,3,0,11,47.9691862323752
0,3,0,12,8.65748518100938
0,3,0,13,25.9685849309982
0,3,0,14,-2.25021601744605
0,2,1,0,-2.818020219394777e-05
0,2,1,1,-0.0009856690286469095
0,2,1,2,0.001380436897226739
0,2,1,3,-0.122873156083347
0,2,1,4,1.02873438299301
0,2,1,5,5.6067797666597
0,2,1,6,-59.5069113188876
0,2,1,7,4.72836644125624
0,2,1,8,289.618067488039
0,2,1,9,699.253387005004
0,2,1,10,24046.1563421306
0,2,1,11,732.202375220322
0,2,1,12,260.919081704335
0,2,1,13,-72.5504799190625
0,2,1,14,134.341602117619
0,4,0,0,1.69226950300177e-07
0,4,0,1,-2.619977476366667e-06
0,4,0,2,1.911443094507648e-05
0,4,0,3,0.001230654148219169
0,4,0,4,0.01048285093746182
0,4,0,5,-9.47180184810905e-05
0,4,0,6,1.03981673909313
0,4,0,7,10.4227746941371
0,4,0,8,3.39592597271657
0,4,0,9,-71.5797734803402
0,4,0,10,5.47268932247653
0,4,0,11,-76.8913970661693
0,4,0,12,2.15351503129834
0,1,3,0,2.13850143808903e-05
0,1,3,1,0.0007139268151114124
0,1,3,2,-0.007231093977796584
0,1,3,3,0.04408650958347015
0,1,3,4,-0.704382122711285
0,1,3,5,-8.47607846575738
0,1,3,6,-16.2938583704855
0,1,3,7,-148.95775370169
0,1,3,8,66.8644669169304
0,1,3,9,785.254955762527
0,1,3,10,-298.754729324455
0,1,3,11,1001.25475978582
0,1,3,12,110.602141151289
0,5,0,0,1.125748105812815e-07
0,5,0,1,5.512270930770147e-06
0,5,0,2,-8.513093392393799e-05
0,5,0,3,-0.0002100199757098019
0,5,0,4,-0.007080734073787615
0,5,0,5,-0.07949307254402568
0,5,0,6,-0.64813816507485
0,5,0,7,-4.22031280270491
0,5,0,8,1.32471370236501
0,5,0,9,20.5141029250088
0,5,0,10,-4.82144587011921
0,4,1,0,4.317287538915349e-06
0,4,1,1,0.0001027469775033494
0,4,1,2,-0.002423199789166007
0,4,1,3,0.002251673070708061
0,4,1,4,-0.05886838951040765
0,4,1,5,-2.28610141355259
0,4,1,6,-11.3127859794726
0,4,1,7,-11.9134804245823
0,4,1,8,105.543590182083
0,4,1,9,85.032139530243
0,4,1,10,-228.92692738235
0,2,3,0,-6.410209301722742e-06
0,2,3,1,-7.268687225874103e-05
0,2,3,2,0.006821863877532404
0,2,3,3,0.02163653223574126
0,2,3,4,-0.07431916973740108
0,2,3,5,5.29810834166491
0,2,3,6,46.8339732972269
0,2,3,7,32.0648330077352
0,2,3,8,-491.7727876626
0,2,3,9,567.313569874136
0,2,3,10,721.264719966591
0,0,6,0,1.653941820467925e-07
0,0,6,1,3.323076227503719e-06
0,0,6,2,-0.0001695857409644573
0,0,6,3,-0.0005405109464420187
0,0,6,4,-0.000906684060295233
0,0,6,5,-0.136304967219784
0,0,6,6,-1.2047243067306
0,0,6,7,-2.17154714866985
0,0,6,8,10.3553725643972
0,0,6,0,-1.024671215795227e-06
0,0,6,1,-1.825707074922138e-05
0,0,6,2,0.001241016384788209
0,0,6,3,0.004916255250376631
0,0,6,4,-0.000114661603987742
0,0,6,5,0.954281338135445
0,0,6,6,9.42268108937947
0,0,6,7,16.1100066940419
0,0,6,8,-97.3208754461171
0,4,2,0,-6.723132439949652e-07
0,4,2,1,9.169152431579132e-07
0,4,2,2,0.002930086569770142
0,4,2,3,0.02083496735639373
0,4,2,4,-0.0313986730241782
0,4,2,5,1.9336528658207
0,4,2,6,27.8942948739928
0,4,2,7,61.5285369904262
0,4,2,8,-292.121762180564
0,6,1,0,1.2053417093488561e-08
0,6,1,1,5.145935657008135e-07
0,6,1,2,-2.958405870444672e-05
0,6,1,3,-0.000190595181488002
0,6,1,4,-0.0005363303008030151
0,6,1,5,-0.02187176535234312
0,6,1,6,-0.28142803223804
0,0,7,0,8.451297308892486e-10
0,0,7,1,1.18211484841636e-06
0,0,7,2,-0.0005525008252064176
0,0,7,3,-0.004735183241787733
0,0,7,4,-0.0002801925020499579
0,0,7,5,-0.347831970054599
0,0,7,6,-5.91080508739397
0,1,6,0,6.190724001272935e-07
0,1,6,1,7.636670762646347e-06
0,1,6,2,0.001106352027502857
0,1,6,3,0.01296119060047712
0,1,6,4,0.000273616074128233
0,1,6,5,0.587419805242214
0,1,6,6,14.1341036833046
0,7,1,0,7.439216708402373e-08
0,7,1,1,5.729850899238225e-07
0,7,1,2,0.0001391580853950739
0,7,1,3,0.001619517338426895
0,7,1,4,0.0006755116397267343
0,4,3,0,-2.346544656132314e-07
0,4,3,1,-2.992982685844528e-07
0,4,3,2,-0.0003152397770181576
0,4,3,3,-0.004135961116575217
0,4,3,4,-0.005510485047063238
0,4,3,5,-0.157503619682227
0,4,3,6,-4.39384095941655
0,0,8,0,3.973505958638154e-07
0,0,8,1,2.002603008675411e-06
0,0,8,2,0.000374366599506275
0,0,8,3,0.005554419612822457
0,0,8,4,0.006801589474682092
0,1,7,0,1.10274672044381e-06
0,1,7,1,1.018784811809114e-05
0,1,7,2,0.000439075387823833
0,1,7,3,0.01014535341335559
0,1,7,4,0.01221053299031893
0,3,5,0,5.150871937821618e-07
0,3,5,1,8.59026407352668e-06
0,3,5,2,-4.09830709845774e-05
0,3,5,3,0.00251125478120106
0,3,5,4,-0.0007776727014367024
0,0,1,0,-1.537742815115395e-06
0,0,1,1,-1.142136770119044e-05
0,0,1,2,-0.0001929492722268031
0,0,1,3,-0.00841386718042316
0,0,1,4,-0.02239123645120272
0,0,1,5,-0.0001167792946932126
0,0,1,6,-4.97557133647146
0,0,1,7,-36.879440405158
0,0,1,8,-32.0550794296101
0,0,1,9,-200.488112419553
0,0,1,10,92.6020524801113
0,0,1,11,-508.352481338189
0,0,1,12,305.65410596549
0,0,1,13,-375.287115774028
0,0,1,14,23.1718377000375
0,0,1,15,76.5593376031573
0,0,1,16,21.8986355192006
0,2,0,0,6.929624251755394e-07
0,2,0,1,1.704388039162596e-05
0,2,0,2,0.0003115121034570733
0,2,0,3,0.005457872933485923
0,2,0,4,-0.01091311868382435
0,2,0,5,0.08138853520251647
0,2,0,6,3.96252786549003
0,2,0,7,12.383023681816
0,2,0,8,-25.6862146743168
0,2,0,9,40.1216245023149
0,2,0,10,-53.9113418316821
0,2,0,11,121.444295906511
0,2,0,12,-111.109403046861
0,2,0,13,84.2959574241357
0,2,0,14,39.6467952849293
0,2,0,15,-19.8854554307259
0,2,0,16,-14.547834505017
0,3,0,0,1.736478146295298e-07
0,3,0,1,-1.08075447638221e-06
0,3,0,2,-9.135594383181888e-05
0,3,0,3,0.0003411615600007372
0,3,0,4,0.0041659775851279
0,3,0,5,-0.08535230819859163
0,3,0,6,0.02858004330824374
0,3,0,7,2.01209550755829
0,3,0,8,-18.396240097766
0,3,0,9,-11.0201722347818
0,3,0,10,33.2419649665797
0,3,0,11,-32.9832032460201
0,3,0,12,-58.9094683552425
0,3,0,13,-13.3142126540742
0,3,0,14,30.0945853919766
0,2,1,0,-3.332723530069321e-06
0,2,1,1,7.616664135951567e-05
0,2,1,2,0.002479109086692285
0,2,1,3,-0.0002354933544655036
0,2,1,4,-0.193008671126818
0,2,1,5,1.69858224495136
0,2,1,6,6.63117935006268
0,2,1,7,-75.5315129984883
0,2,1,8,20.8086226924767
0,2,1,9,-280.945358997149
0,2,1,10,732.202375220322
0,2,1,11,25143.9734027427
0,2,1,12,-754.871853943783
0,2,1,13,-227.125897656057
0,2,1,14,-111.230723559026
0,4,0,0,1.598790561908306e-08
0,4,0,1,-6.728515220629431e-07
0,4,0,2,6.773622669768659e-06
0,4,0,3,5.482428427500066e-05
0,4,0,4,0.002275778052097082
0,4,0,5,0.01574008199613357
0,4,0,6,0.008125013085781915
0,4,0,7,1.43084401233647
0,4,0,8,12.2844723030334
0,4,0,9,-3.62827315894259
0,4,0,10,-79.6247955121551
0,4,0,11,8.1621114691245
0,4,0,12,85.2792702011937
0,1,3,0,-3.121018060532497e-07
0,1,3,1,-5.904492220998518e-05
0,1,3,2,-0.001914397612172052
0,1,3,3,-0.0129239896192128
0,1,3,4,0.06575706288812896
0,1,3,5,-1.22132758008499
0,1,3,6,-11.6032990060481
0,1,3,7,-21.6559954769422
0,1,3,8,-183.01194402053
0,1,3,9,-78.9625188047438
0,1,3,10,908.865354377503
0,1,3,11,-362.895827856545
0,1,3,12,-1143.37046911738
0,5,0,0,-1.923833596382724e-08
0,5,0,1,-2.709898067086461e-07
0,5,0,2,-1.530200053624288e-05
0,5,0,3,-0.0001666631375034135
0,5,0,4,-0.0004512959354905344
0,5,0,5,-0.01200791863278706
0,5,0,6,-0.114475493220344
0,5,0,7,-0.86043902223795
0,5,0,8,-5.00665890321993
0,5,0,9,-1.44479920465975
0,5,0,10,23.5641604885061
0,4,1,0,-5.710925983838564e-07
0,4,1,1,-1.305852180558918e-05
0,4,1,2,-0.0003021044911548204
0,4,1,3,-0.004670220749090608
0,4,1,4,0.003634053453552405
0,4,1,5,-0.125438317494855
0,4,1,6,-3.26042403407584
0,4,1,7,-14.2718352421144
0,4,1,8,-14.2853797055729
0,4,1,9,-112.117081168806
0,4,1,10,103.357552810866
0,2,3,0,2.418667653774195e-06
0,2,3,1,2.193299291738796e-05
0,2,3,2,0.000309867022992361
0,2,3,3,0.0138014719969703
0,2,3,4,0.03351394928926602
0,2,3,5,-0.03988292336406639
0,2,3,6,7.87499481808319
0,2,3,7,59.1839327407027
0,2,3,8,34.2949764130789
0,2,3,9,525.501500020837
0,2,3,10,553.017081973039
0,0,6,0,-5.699473673297871e-08
0,0,6,1,-5.258214251040381e-07
0,0,6,2,-1.147592080903647e-05
0,0,6,3,-0.0003417033336465706
0,0,6,4,-0.0008845728474156336
0,0,6,5,-0.003300023462577286
0,0,6,6,-0.201559903128686
0,0,6,7,-1.53753892185397
0,0,6,8,-2.4973634775163
0,0,6,0,4.41739261665318e-07
0,0,6,1,3.338503642226022e-06
0,0,6,2,6.88379233633261e-05
0,0,6,3,0.002521576819382809
0,0,6,4,0.008009398452463786
0,0,6,5,0.01290587641061892
0,0,6,6,1.4245676471648
0,0,6,7,12.0308640785394
0,0,6,8,18.2931344629488
0,4,2,0,1.247752729088967e-06
0,4,2,1,2.81445685156757e-06
0,4,2,2,5.216606998295499e-05
0,4,2,3,0.006140863131290667
0,4,2,4,0.03416399850993748
0,4,2,5,-0.02453582636409002
0,4,2,6,2.9998760269252
0,4,2,7,35.8351657400681
0,4,2,8,69.755563222584
0,6,1,0,-1.132525862984506e-08
0,6,1,1,-3.256667679039049e-08
0,6,1,2,-1.83551452018019e-06
0,6,1,3,-6.122668551943896e-05
0,6,1,4,-0.0003256707750057385
0,6,1,5,-0.001099679774738944
0,6,1,6,-0.03321768384269292
0,0,7,0,-2.417760083850012e-07
0,0,7,1,-4.364237943620112e-08
0,0,7,2,-1.31198534097435e-05
0,0,7,3,-0.001169173090979916
0,0,7,4,-0.007930814045299802
0,0,7,5,-0.004427383699782503
0,0,7,6,-0.547521098844114
0,1,6,0,5.456865245857346e-07
0,1,6,1,-1.853205667362163e-06
0,1,6,2,9.82516991731772e-07
0,1,6,3,0.002404804574850896
0,1,6,4,0.02182916689548968
0,1,6,5,0.005885885019804195
0,1,6,6,0.972378539294549
0,7,1,0,6.770547551006172e-08
0,7,1,1,-2.313286818392282e-07
0,7,1,2,1.090095789775426e-06
0,7,1,3,0.0003019515238988394
0,7,1,4,0.002738282008742103
0,4,3,0,-1.550868639631e-07
0,4,3,1,7.739849610198442e-07
0,4,3,2,-4.822903338805805e-06
0,4,3,3,-0.0006896813242587981
0,4,3,4,-0.007070199873568233
0,4,3,5,-0.00976590088695766
0,4,3,6,-0.265492622255208
0,0,8,0,1.966451503387078e-07
0,0,8,1,-1.310422629865035e-06
0,0,8,2,1.631628032423453e-06
0,0,8,3,0.0008311860345276452
0,0,8,4,0.009502678028595037
0,1,7,0,2.897237893499507e-07
0,1,7,1,-3.596559697989117e-06
0,1,7,2,-1.798728458980173e-05
0,1,7,3,0.001038891003204874
0,1,7,4,0.01743165760725971
0,3,5,0,3.3971378919811145e-08
0,3,5,1,-1.614736628030366e-06
0,3,5,2,-2.241717043702057e-05
0,3,5,3,-3.379184868807772e-05
0,3,5,4,0.004297873864607022
0,0,1,0,3.242360840946257e-07
0,0,1,1,-5.842985166845587e-06
0,0,1,2,-2.300679284817168e-05
0,0,1,3,0.0006077091862634479
0,0,1,4,0.01553070478825012
0,0,1,5,0.03334170636464511
0,0,1,6,0.07639724526158967
0,0,1,7,7.14811309754782
0,0,1,8,45.5820595328574
0,0,1,9,-35.1747682974873
0,0,1,10,205.007834292724
0,0,1,11,-122.795831030152
0,0,1,12,-537.206791630029
0,0,1,13,283.585769504559
0,0,1,14,393.270422223361
0,0,1,15,-16.645566183913
0,0,1,16,-89.925061183214
0,2,0,0,-2.909422237638188e-07
0,2,0,1,2.189917088383849e-06
0,2,0,2,3.62344399146142e-05
0,2,0,3,-0.0007880512276221627
0,2,0,4,-0.009439984950230393
0,2,0,5,0.01771933597245287
0,2,0,6,-0.188138524773809
0,2,0,7,-5.43860050929743
0,2,0,8,-14.6241278411414
0,2,0,9,-28.9050421153955
0,2,0,10,-34.9688171861901
0,2,0,11,51.5638290934507
0,2,0,12,119.049112845672
0,2,0,13,-118.504944103103
0,2,0,14,-81.6275652621781
0,2,0,15,-45.1344804189354
0,2,0,16,24.3240906395674
0,3,0,0,4.153476902385266e-08
0,3,0,1,6.921590218999738e-07
0,3,0,2,-2.618546843835035e-07
0,3,0,3,0.0001863198335201001
0,3,0,4,-0.0007704245290258515
0,3,0,5,-0.004879723221592655
0,3,0,6,0.126114030055064
0,3,0,7,-0.09890022708351438
0,3,0,8,-2.22505213100486
0,3,0,9,-21.7987172391999
0,3,0,10,15.376413940011
0,3,0,11,-43.7526862910136
0,3,0,12,-43.196930750951
0,3,0,13,-71.6538778092856
0,3,0,14,19.3018779258945
0,2,1,0,-1.295642819229379e-06
0,2,1,1,-1.51923351742122e-05
0,2,1,2,0.0001338362366377137
0,2,1,3,-0.00526687865468739
0,2,1,4,0.006017640413316799
0,2,1,5,0.276593612326848
0,2,1,6,-2.65939403094363
0,2,1,7,-7.22535659635221
0,2,1,8,93.5025463630102
0,2,1,9,42.9998590559647
0,2,1,10,260.919081704335
0,2,1,11,-754.871853943783
0,2,1,12,26243.4575653443
0,2,1,13,-762.605434322545
0,2,1,14,175.855540805839
0,4,0,0,-8.004315734136867e-09
0,4,0,1,1.109247384792042e-07
0,4,0,2,-2.17560477815917e-06
0,4,0,3,-1.631074839713e-05
0,4,0,4,-0.0001397169458329558
0,4,0,5,-0.003958924001831295
0,4,0,6,-0.02262623694444734
0,4,0,7,-0.02401398260944546
0,4,0,8,-1.92678387480299
0,4,0,9,14.2414912164288
0,4,0,10,3.75865166614187
0,4,0,11,88.0866672616468
0,4,0,12,11.8159451003715
0,1,3,0,1.3123703517541e-06
0,1,3,1,3.941091300767125e-07
0,1,3,2,-0.0001017791133216942
0,1,3,3,0.004366650643963646
0,1,3,4,0.02065336330083509
0,1,3,5,-0.08574438161924237
0,1,3,6,2.00462395496074
0,1,3,7,15.347806708619
0,1,3,8,28.2526100879499
0,1,3,9,-220.93477676451
0,1,3,10,95.0764279926123
0,1,3,11,-1046.90511701034
0,1,3,12,-445.533143905027
0,5,0,0,1.231307717237902e-08
0,5,0,1,-7.20304807226545e-08
0,5,0,2,-2.437936467294341e-07
0,5,0,3,3.640195705976033e-05
0,5,0,4,0.0002983797770007899
0,5,0,5,0.000908821428349308
0,5,0,6,0.01940763001517008
0,5,0,7,0.160015589284942
0,5,0,8,1.11893531349518
0,5,0,9,-5.83892206618541
0,5,0,10,1.60657285568185
0,4,1,0,2.503341483876245e-07
0,4,1,1,-1.71454530714761e-06
0,4,1,2,-2.66595132804362e-05
0,4,1,3,0.0007447898276733176
0,4,1,4,0.008128987874282676
0,4,1,5,-0.004911705176718188
0,4,1,6,0.239149661664915
0,4,1,7,4.5018187797367
0,4,1,8,17.5736003924145
0,4,1,9,-16.6767899373974
0,4,1,10,118.054952488857
0,2,3,0,-3.694292591148697e-07
0,2,3,1,7.903496665869202e-06
0,2,3,2,5.372925471379694e-05
0,2,3,3,-0.0009451825460865748
0,2,3,4,-0.02522999779296226
0,2,3,5,-0.04830454776543144
0,2,3,6,-0.06191457637195882
0,2,3,7,-11.3211770798146
0,2,3,8,-72.9715557735145
0,2,3,9,34.8034282108015
0,2,3,10,-556.131177627544
