J',nu1',nu2',nu3',Energy
0,2,3,5,0.0009706739050494284
0,2,3,6,6.318992566561054e-05
0,2,3,7,-5.807520609821007e-06
0,2,3,8,2.329130577072516e-06
0,2,3,9,-3.831193755516833e-07
0,2,3,10,3.3919944411326026e-08
0,0,6,0,-13.2860014817866
0,0,6,1,-182.326131776695
0,0,6,2,-26.8628599734428
0,0,6,3,14.1916559785739
0,0,6,4,1.26823593237476
0,0,6,5,1.04809032243744
0,0,6,6,0.0439494031050582
0,0,6,7,-0.01055614625816103
0,0,6,8,0.002444056544633537
0,0,6,0,0.684569562034653
0,0,6,1,-36.4136348587511
0,0,6,2,-28.3553670384325
0,0,6,3,-3.05610068836964
0,0,6,4,1.39696908611657
0,0,6,5,0.323438893908471
0,0,6,6,-0.003877884838141402
0,0,6,7,-0.00155871301921885
0,0,6,8,0.0009076192807791948
0,4,2,0,-0.291235659912189
0,4,2,1,-1.3254139772813
0,4,2,2,3.60915401144858
0,4,2,3,0.238245333094076
0,4,2,4,-0.11121265165015
0,4,2,5,-0.01637361207057256
0,4,2,6,0.0006146851379143662
0,4,2,7,2.016375878333189e-05
0,4,2,8,-5.244815069040896e-05
0,6,1,0,-6.37705030209418
0,6,1,1,-83.0831179739878
0,6,1,2,-42.6334703982928
0,6,1,3,0.169139060478822
0,6,1,4,1.37939412587227
0,6,1,5,0.303209217120717
0,6,1,6,-0.0002363384672111513
0,0,7,0,6.06556430686601
0,0,7,1,48.7163558473901
0,0,7,2,9.50281494156605
0,0,7,3,1.13714866474456
0,0,7,4,-0.196121384097208
0,0,7,5,-0.02348695815855767
0,0,7,6,0.002029840223308593
0,1,6,0,0.408404469367596
0,1,6,1,10.3242619840648
0,1,6,2,3.90371316868029
0,1,6,3,-0.152739140605742
0,1,6,4,-0.205379367200176
0,1,6,5,-0.0338057651230757
0,1,6,6,0.0003389071382133618
0,7,1,0,-1.50986524319342
0,7,1,1,1.87149075170423
0,7,1,2,41.3791931081272
0,7,1,3,-3.70501340918938
0,7,1,4,-1.33967640281391
0,4,3,0,-0.580550236136411
0,4,3,1,-4.46751437568914
0,4,3,2,1.14894790452448
0,4,3,3,-0.23664852243516
0,4,3,4,-0.04829732403607752
0,4,3,5,0.006099733290616473
0,4,3,6,0.0003457354152584229
0,0,8,0,-9.26623862241695
0,0,8,1,-61.1185371973982
0,0,8,2,25.4647566909488
0,0,8,3,-5.5134945097709
0,0,8,4,-1.10041888962644
0,1,7,0,3.04787234779042
0,1,7,1,20.2143619704523
0,1,7,2,-9.56448285578641
0,1,7,3,2.48206182192456
0,1,7,4,0.399369230443439
0,3,5,0,-0.557450624160044
0,3,5,1,-4.93729295315401
0,3,5,2,0.831216000801625
0,3,5,3,-0.386198202420263
0,3,5,4,-0.02570871601681447
0,0,1,0,5.24244130237423
0,0,1,1,-8.26232863891099
0,0,1,2,17.1065300344997
0,0,1,3,12.105222134667
0,0,1,4,-2.63680366831706
0,0,1,5,-0.480623428114353
0,0,1,6,-0.01045722846010905
0,0,1,7,3.789279352391629e-05
0,0,1,8,-0.0008066896341014044
0,0,1,9,0.0001217882910309125
0,0,1,10,3.015539137130774e-07
0,0,1,11,3.382892923952387e-07
0,0,1,12,-5.435932050878909e-07
0,0,1,13,1.077048634441079e-07
0,0,1,14,5.0009197984812254e-08
0,0,1,15,5.3069627881172625e-08
0,0,1,16,7.294143316340475e-08
0,2,0,0,-1.0039823698421
0,2,0,1,-26.9067568663074
0,2,0,2,25.8007835866613
0,2,0,3,35.9087382392533
0,2,0,4,-4.09925567525354
0,2,0,5,-1.43008639605743
0,2,0,6,-0.103614892650427
0,2,0,7,0.002724588160750866
0,2,0,8,-0.001421945813580283
0,2,0,9,0.0005550607346196217
0,2,0,10,2.328760071508753e-05
0,2,0,11,-3.401062019854333e-06
0,2,0,12,-1.611054760337894e-06
0,2,0,13,4.812957648222342e-07
0,2,0,14,1.100657393621721e-07
0,2,0,15,1.096672079555326e-07
0,2,0,16,1.48066749887097e-07
0,3,0,0,52.6922630108936
0,3,0,1,58.3505788743587
0,3,0,2,39.5681642682424
0,3,0,3,-65.4578960848295
0,3,0,4,0.64442079305616
0,3,0,5,2.77491928200489
0,3,0,6,0.541607497209184
0,3,0,7,-0.0005526175299797933
0,3,0,8,-0.001806827522031804
0,3,0,9,-0.001942281055940643
0,3,0,10,-0.0001998413128429059
0,3,0,11,2.539432697990041e-05
0,3,0,12,2.758763894642388e-06
0,3,0,13,-2.172494071240046e-06
0,3,0,14,-4.8979239328172e-07
0,2,1,0,-2.92804309642963
0,2,1,1,-0.586338375639219
0,2,1,2,-3.29552836653611
0,2,1,3,0.551019176032676
0,2,1,4,-0.704659503721401
0,2,1,5,-0.07645464852414381
0,2,1,6,-0.009746833186456836
0,2,1,7,-0.0008334173268923729
0,2,1,8,-3.087806505084193e-05
0,2,1,9,3.737219621410011e-05
0,2,1,10,5.512270930770147e-06
0,2,1,11,-2.709898067086461e-07
0,2,1,12,-7.20304807226545e-08
0,2,1,13,7.151674759190298e-08
0,2,1,14,4.2631333766003284e-08
0,4,0,0,176.014154077282
0,4,0,1,57.6846132758558
0,4,0,2,178.165466391656
0,4,0,3,-44.7056983011051
0,4,0,4,25.2238473061617
0,4,0,5,3.09951198594502
0,4,0,6,2.4871451167716
0,4,0,7,0.132203717759762
0,4,0,8,-0.02727921207077073
0,4,0,9,-0.00674353285780934
0,4,0,10,-0.001396117436765266
0,4,0,11,0.0001220881858851004
0,4,0,12,-1.636138242481122e-06
0,1,3,0,-23.0256361407552
0,1,3,1,-0.873309182322629
0,1,3,2,-38.737432303827
0,1,3,3,-2.42309275376143
0,1,3,4,-3.65320796504418
0,1,3,5,-0.148415067143045
0,1,3,6,0.007976155174197409
0,1,3,7,-0.004090600719077262
0,1,3,8,-0.0004469658891264173
0,1,3,9,-7.053163460766307e-06
0,1,3,10,5.819779247099678e-06
0,1,3,11,1.431581031485508e-06
0,1,3,12,-1.544625770102543e-07
0,5,0,0,-54.2434228855176
0,5,0,1,17688.7192503021
0,5,0,2,-70.0600372678014
0,5,0,3,143.845261783089
0,5,0,4,12.6046112168934
0,5,0,5,-6.48748639583869
0,5,0,6,1.50945362373064
0,5,0,7,0.16192529161078
0,5,0,8,-0.03349394784755226
0,5,0,9,-0.00232527760403154
0,5,0,10,-0.001174052730911057
0,4,1,0,-4.60614137220576
0,4,1,1,-0.641895135955593
0,4,1,2,-18.4334549575455
0,4,1,3,2.9287990913503
0,4,1,4,5.84126959333513
0,4,1,5,-0.869639133136173
0,4,1,6,0.03837543478983402
0,4,1,7,0.02127548417880033
0,4,1,8,-0.002440927855727314
0,4,1,9,0.000103785545674957
0,4,1,10,-9.290623475372204e-05
0,2,3,0,-2.07690337141745
0,2,3,1,0.153310571940883
0,2,3,2,-2.90190769175407
0,2,3,3,-0.374675551268693
0,2,3,4,-0.09762519378935658
0,2,3,5,-0.006930075051961106
0,2,3,6,-0.002429618595987748
0,2,3,7,-0.0001985427099459954
0,2,3,8,1.48699849869898e-05
0,2,3,9,6.793412613024335e-06
0,2,3,10,1.396494650457687e-06
0,0,6,0,-118.211023275951
0,0,6,1,-52.9609425662843
0,0,6,2,-284.067456057566
0,0,6,3,44.7038402417701
0,0,6,4,-30.8549367998147
0,0,6,5,-2.97084262163361
0,0,6,6,-2.59288734517
0,0,6,7,-0.148917706925653
0,0,6,8,0.02913881721042128
0,0,6,0,59.313176405371
0,0,6,1,-39.6423745163071
0,0,6,2,-46.9331287275457
0,0,6,3,46.4124100658669
0,0,6,4,5.65749437731859
0,0,6,5,-3.09915276657051
0,0,6,6,-0.820698000355253
0,0,6,7,0.00153344336101506
0,0,6,8,0.004650838813012322
0,4,2,0,-6.17942569743442
0,4,2,1,4.86411378185531
0,4,2,2,-2.21265247216629
0,4,2,3,-6.05869328732332
0,4,2,4,-0.466565976158992
0,4,2,5,0.247132424963079
0,4,2,6,0.0422646028702499
0,4,2,7,-0.001209376844946214
0,4,2,8,-7.894884280545289e-05
0,6,1,0,-54.5777002534013
0,6,1,1,-67.944910429766
0,6,1,2,-119.235222138154
0,6,1,3,71.4546708857155
0,6,1,4,-0.759494574789813
0,6,1,5,-3.09552716663059
0,6,1,6,-0.769168365365052
0,0,7,0,89.3148187395596
0,0,7,1,17.8316396362525
0,0,7,2,67.4568099739155
0,0,7,3,-16.0636503932958
0,0,7,4,-2.29847769504073
0,0,7,5,0.428939968693419
0,0,7,6,0.06134099952219511
0,1,6,0,-1.91989436587866
0,1,6,1,6.59272153377999
0,1,6,2,14.9988775377559
0,1,6,3,-6.38485293803669
0,1,6,4,0.354804597656959
0,1,6,5,0.462348145676239
0,1,6,6,0.08672236848028178
0,7,1,0,-45.6673570499716
0,7,1,1,58.6552110715065
0,7,1,2,10.1009974609169
0,7,1,3,-69.6251342291714
0,7,1,4,7.45296381507055
0,4,3,0,-9.17657581253245
0,4,3,1,1.18343042350243
0,4,3,2,-5.90525039879174
0,4,3,3,-1.92270732479147
0,4,3,4,0.456534460232051
0,4,3,5,0.111208251626815
0,4,3,6,-0.01417466937593178
0,0,8,0,-158.416450919595
0,0,8,1,30.5952750005954
0,0,8,2,-76.6203825430146
0,0,8,3,-42.5178851661308
0,0,8,4,10.9078795272162
0,1,7,0,52.2355829525597
0,1,7,1,-12.0489341242711
0,1,7,2,24.1639945963464
0,1,7,3,16.0148642334358
0,1,7,4,-4.97628131189423
0,3,5,0,-8.08667676890771
0,3,5,1,0.835061484792558
0,3,5,2,-6.31708246563764
0,3,5,3,-1.42237579405327
0,3,5,4,0.775356453824398
0,0,1,0,-6.13779158943438
0,0,1,1,5.00357243432283
0,0,1,2,-16.9556017144074
0,0,1,3,-17.8277260006189
0,0,1,4,-16.7801644100239
0,0,1,5,4.14956154925057
0,0,1,6,0.862172094301841
0,0,1,7,0.02628943122626829
0,0,1,8,0.0001992394892362882
0,0,1,9,-0.001744832077641294
0,0,1,10,-0.0003057704225473299
0,0,1,11,-6.310019042379544e-06
0,0,1,12,1.042168209996575e-06
0,0,1,13,-1.712664138356943e-06
0,0,1,14,-6.448061697447603e-07
0,0,1,15,-4.057401103479874e-07
0,0,1,16,-5.928363978126344e-07
0,2,0,0,-18.9249043550033
0,2,0,1,-5.4034918065466
0,2,0,2,-53.449519671039
0,2,0,3,-26.2174448675624
0,2,0,4,-49.5520504618431
0,2,0,5,6.46526277327731
0,2,0,6,2.52767684489436
0,2,0,7,0.215478550125135
0,2,0,8,-0.003107859270424658
0,2,0,9,-0.002987047237349125
0,2,0,10,-0.00131572212640113
0,2,0,11,-8.271825032796413e-05
0,2,0,12,-6.997977118432504e-06
0,2,0,13,-4.544049076760802e-06
0,2,0,14,-2.158053022181508e-06
0,2,0,15,-9.203763098368798e-07
0,2,0,16,-1.242630216054135e-06
0,3,0,0,37.996347032051
0,3,0,1,75.9537616431045
0,3,0,2,110.848437449826
0,3,0,3,-51.3637160181394
0,3,0,4,89.6558648535462
0,3,0,5,-1.37740307122992
0,3,0,6,-4.82528821458242
0,3,0,7,-1.05933523789559
0,3,0,8,-0.01166751249325498
0,3,0,9,-0.004026338224367009
0,3,0,10,0.004349605937597929
0,3,0,11,0.0005809286574608905
0,3,0,12,5.180120155691303e-05
0,3,0,13,6.960937145470964e-06
0,3,0,14,8.674909048082759e-06
0,2,1,0,-0.279462203189566
0,2,1,1,-4.76089453282904
0,2,1,2,-0.928764921678846
0,2,1,3,4.82827543793224
0,2,1,4,-0.717435807343132
0,2,1,5,1.13277648786745
0,2,1,6,0.139541334218337
0,2,1,7,0.01928205901413404
0,2,1,8,0.001946893646629809
0,2,1,9,-8.778825815895585e-05
0,2,1,10,-8.513093392393799e-05
0,2,1,11,-1.530200053624288e-05
0,2,1,12,-2.437936467294341e-07
0,2,1,13,-3.199844151300891e-07
0,2,1,14,-4.069678028814141e-07
0,4,0,0,30.704156620023
0,4,0,1,270.028619106148
0,4,0,2,101.616909956969
0,4,0,3,-248.256531506179
0,4,0,4,60.7372357915051
0,4,0,5,-43.5803121328562
0,4,0,6,-5.56597577292734
0,4,0,7,-4.70458806830782
0,4,0,8,-0.331083633025573
0,4,0,9,-0.05589318975158746
0,4,0,10,0.01418089126463489
0,4,0,11,0.003745278498411025
0,4,0,12,0.0002180336739649164
0,1,3,0,0.961212298225097
0,1,3,1,-35.8132558316009
0,1,3,2,0.204749878466572
0,1,3,3,51.4654220521733
0,1,3,4,3.51319041045401
0,1,3,5,5.82465750931622
0,1,3,6,0.29349134454124
0,1,3,7,-0.01373579253801511
0,1,3,8,0.008235139728201276
0,1,3,9,-0.001081387167767108
0,1,3,10,4.374099936849795e-06
0,1,3,11,-1.416836177100345e-05
0,1,3,12,4.609486374911758e-06
0,5,0,0,-86.0263585211116
0,5,0,1,-70.0600372678014
0,5,0,2,18765.1777255851
0,5,0,3,76.0866817231461
0,5,0,4,-195.829733783749
0,5,0,5,-23.3870302626324
0,5,0,6,11.2275207866538
0,5,0,7,-2.72238670016423
0,5,0,8,-0.369265107220527
0,5,0,9,-0.06834552717450885
0,5,0,10,0.003874539432673466
0,4,1,0,-3.96033724668767
0,4,1,1,-1.73399375672096
0,4,1,2,0.740725923205844
0,4,1,3,16.4332292152808
0,4,1,4,-2.73727118170059
0,4,1,5,-9.47050867214998
0,4,1,6,1.4585997188675
0,4,1,7,-0.05534650286389169
0,4,1,8,-0.04484696291834188
0,4,1,9,-0.004698000413075689
0,4,1,10,-0.000352144072694342
0,2,3,0,0.244417689246961
0,2,3,1,-3.02279557016665
0,2,3,2,0.476222775367905
0,2,3,3,3.66198009694995
0,2,3,4,0.541668257150961
0,2,3,5,0.160374156652577
0,2,3,6,0.01290171485352426
0,2,3,7,0.00464723353708003
0,2,3,8,0.0004646123359037669
0,2,3,9,2.73205300327526e-05
0,2,3,10,-1.470357377706534e-05
0,0,6,0,-21.9870494584696
0,0,6,1,-193.575687694102
0,0,6,2,-92.130497535406
0,0,6,3,384.259936996632
0,0,6,4,-60.9605953538019
0,0,6,5,52.7402928868133
0,0,6,6,5.394668964743
0,0,6,7,4.89820282155343
0,0,6,8,0.368065596310017
0,0,6,0,-37.4445498138684
0,0,6,1,88.0925762989436
0,0,6,2,-76.8873284567514
0,0,6,3,52.9722373840184
0,0,6,4,-61.7526954231657
0,0,6,5,-8.23710778308697
0,0,6,6,5.3193260639955
0,0,6,7,1.59108233997983
0,0,6,8,0.01604094851068167
0,4,2,0,4.0723669418884
0,4,2,1,-9.06075247706364
0,4,2,2,9.77898846242965
0,4,2,3,3.05029401437597
0,4,2,4,8.29047000290538
0,4,2,5,0.724117889710068
0,4,2,6,-0.424924849702253
0,4,2,7,-0.08333443763592571
0,4,2,8,0.001496058889779567
0,6,1,0,-42.7896296965324
0,6,1,1,-79.0161619308561
0,6,1,2,-127.420436569685
0,6,1,3,149.528898557971
0,6,1,4,-97.6606365361273
0,6,1,5,1.84916236032011
0,6,1,6,5.37926514180114
0,0,7,0,3.90100501510649
0,0,7,1,124.713923638154
0,0,7,2,29.5980636253386
0,0,7,3,-80.9804114304578
0,0,7,4,22.1315755110563
0,0,7,5,3.67840796558098
0,0,7,6,-0.724678794641298
0,1,6,0,5.34672951026489
0,1,6,1,-2.27106112200156
0,1,6,2,12.4011125976628
0,1,6,3,-18.9976158112484
0,1,6,4,8.49446837056244
0,1,6,5,-0.636721583699741
0,1,6,6,-0.806112857474919
0,7,1,0,45.9887008048211
0,7,1,1,-56.9587880632056
0,7,1,2,116.53524550399
0,7,1,3,-22.3560312215528
0,7,1,4,95.594893445377
0,4,3,0,1.72366624491013
0,4,3,1,-12.5479014455349
0,4,3,2,2.83187983218078
0,4,3,3,6.72760723274029
0,4,3,4,2.62525161515887
0,4,3,5,-0.69380892112744
0,4,3,6,-0.198449112340685
0,0,8,0,37.3811895731763
0,0,8,1,-213.86445972613
0,0,8,2,68.0973606758351
0,0,8,3,81.4671014825415
0,0,8,4,57.9288653941966
0,1,7,0,-13.598289578453
0,1,7,1,69.3305569457749
0,1,7,2,-26.3518762269748
0,1,7,3,-23.9553632912468
0,1,7,4,-21.8964208693051
0,3,5,0,1.27625765121559
0,3,5,1,-10.7590998394771
0,3,5,2,2.17305246917028
0,3,5,3,6.89713270908108
0,3,5,4,1.99287465768184
0,0,1,0,1.31446769672595
0,0,1,1,10.3534397471241
0,0,1,2,-3.04944757978078
0,0,1,3,-25.3531359454439
0,0,1,4,-16.8252982774488
0,0,1,5,-21.2479495148384
0,0,1,6,5.83181380734028
0,0,1,7,1.36484698548296
0,0,1,8,0.05488060490716387
0,0,1,9,-0.0009069058120762292
0,0,1,10,-0.003250837163663041
0,0,1,11,-0.0006571320801525242
0,0,1,12,2.729610403131968e-05
0,0,1,13,-4.051879275863333e-06
0,0,1,14,-5.736944286253475e-06
0,0,1,15,-3.285497534234514e-06
0,0,1,16,-3.638094941839399e-06
0,2,0,0,2.02365296291379
0,2,0,1,31.8272540964507
0,2,0,2,11.8864601392231
0,2,0,3,-79.0039943158829
0,2,0,4,-23.5953206558126
0,2,0,5,-62.4118663200087
0,2,0,6,9.09644481198545
0,2,0,7,3.94162483359953
0,2,0,8,0.389883164732982
0,2,0,9,0.0008039285960794356
0,2,0,10,-0.00541734200550137
0,2,0,11,-0.002672497664948442
0,2,0,12,0.000233266792497849
0,2,0,13,7.283512633704681e-06
0,2,0,14,-1.372841884992338e-05
0,2,0,15,-9.130743397555046e-06
0,2,0,16,-8.082877440211495e-06
0,3,0,0,-0.143340936451124
0,3,0,1,-63.6774232244964
0,3,0,2,-95.8111934563081
0,3,0,3,161.346994111914
0,3,0,4,-63.8504982684617
0,3,0,5,111.978961127063
0,3,0,6,-2.42343614246991
0,3,0,7,-7.39712065123257
0,3,0,8,-1.80931859168184
0,3,0,9,0.0445990827072801
0,3,0,10,-0.0075241643490708
0,3,0,11,0.008313175701040015
0,3,0,12,-0.001418677515711827
0,3,0,13,-6.831516265518656e-05
0,3,0,14,2.43421642210393e-05
0,2,1,0,0.344160809549467
0,2,1,1,0.433837800259178
0,2,1,2,6.61788417826978
0,2,1,3,-1.2534636012474
0,2,1,4,6.52258413154149
0,2,1,5,-0.853091074877696
0,2,1,6,1.62783129130758
0,2,1,7,0.224713818999425
0,2,1,8,0.03332661414575432
0,2,1,9,-0.00389990616969609
0,2,1,10,-0.0002100199757098019
0,2,1,11,-0.0001666631375034135
0,2,1,12,3.640195705976033e-05
0,2,1,13,-1.285994104672846e-06
0,2,1,14,-1.805731331614852e-06
0,4,0,0,-11.2227030606537
0,4,0,1,-51.0110682523662
0,4,0,2,-360.54750537306
0,4,0,3,145.216052718719
0,4,0,4,-326.069384136819
0,4,0,5,75.6778303395975
0,4,0,6,-66.9220939248654
0,4,0,7,-8.82526260439407
0,4,0,8,-7.76506921812864
0,4,0,9,0.698298576456658
0,4,0,10,-0.09667948486460448
0,4,0,11,0.02518668913985592
0,4,0,12,-0.008535683815480569
0,1,3,0,1.80942122703635
0,1,3,1,-1.73594821561035
0,1,3,2,47.8953532840744
0,1,3,3,1.07551699221297
0,1,3,4,64.1323132245578
0,1,3,5,4.6153243564787
0,1,3,6,8.30537813775213
0,1,3,7,0.507876809409374
0,1,3,8,-0.02017057449706143
0,1,3,9,-0.0143381249884946
0,1,3,10,-0.002243310207040072
0,1,3,11,-2.096430715404367e-05
0,1,3,12,3.202039770552138e-05
0,5,0,0,-5.24868365543013
0,5,0,1,143.845261783089
0,5,0,2,76.0866817231461
0,5,0,3,19842.0559068872
0,5,0,4,74.6128379809205
0,5,0,5,-242.515488908063
0,5,0,6,-38.1546118143961
0,5,0,7,17.1183075467134
0,5,0,8,-4.26071867517696
0,5,0,9,0.723039943412021
0,5,0,10,-0.118202642400788
0,4,1,0,-2.83097959251889
0,4,1,1,5.95272257491374
0,4,1,2,-3.94529806638264
0,4,1,3,3.32782775026138
0,4,1,4,11.5797921156573
0,4,1,5,-1.61737798571524
0,4,1,6,-13.7377054182039
0,4,1,7,2.14771718461008
0,4,1,8,-0.06139062971451822
0,4,1,9,0.08168913465588956
0,4,1,10,-0.007536582573900373
0,2,3,0,0.04673503964032545
0,2,3,1,-0.432247402267821
0,2,3,2,3.80899853470779
0,2,3,3,0.791244591117673
0,2,3,4,4.3555494202329
0,2,3,5,0.713797889207519
0,2,3,6,0.235499473240308
0,2,3,7,0.02117447755317062
0,2,3,8,0.007762745811661045
0,2,3,9,-0.0009311605349869484
0,2,3,10,4.00189416948736e-05
0,0,6,0,14.4360908170833
0,0,6,1,36.4748050012596
0,0,6,2,273.630855215739
0,0,6,3,-131.610486156035
0,0,6,4,490.723220719808
0,0,6,5,-76.3243032284649
0,0,6,6,80.2446602823033
0,0,6,7,8.64883001840746
0,0,6,8,8.07363772759431
0,0,6,0,-2.90757633758004
0,0,6,1,62.4533001361144
0,0,6,2,-111.90457599303
0,0,6,3,-110.946185153438
0,0,6,4,57.1717165159524
0,0,6,5,-74.6425250777468
0,0,6,6,-10.6634328577849
0,0,6,7,8.04050610274895
0,0,6,8,2.69332058653931
0,4,2,0,0.233108662148875
0,4,2,1,-6.87605340049844
0,4,2,2,11.414020457107
0,4,2,3,14.4436043799308
0,4,2,4,3.83238083995109
0,4,2,5,10.3378577043726
0,4,2,6,1.0080480099076
0,4,2,7,-0.643504987051884
0,4,2,8,-0.14344675794367
0,6,1,0,0.249869581700148
0,6,1,1,71.81778058118
0,6,1,2,100.389691356993
0,6,1,3,-184.875918156611
0,6,1,4,178.275894713579
0,6,1,5,-121.707323171593
0,6,1,6,3.50414103982177
0,0,7,0,1.17615067296313
0,0,7,1,-6.23735330438829
0,0,7,2,-150.875430384882
0,0,7,3,41.3536443755723
0,0,7,4,-91.7607478711739
0,0,7,5,27.7799913110715
0,0,7,6,5.27357714412665
0,1,6,0,-0.167023963360563
0,1,6,1,-8.92190724257409
0,1,6,2,2.0876658293127
0,1,6,3,17.8411827220747
0,1,6,4,-22.8188968710447
0,1,6,5,10.2747509655668
0,1,6,6,-1.0040316011171
0,7,1,0,-3.76853484685829
0,7,1,1,-77.756661584215
0,7,1,2,59.5344310205886
0,7,1,3,172.257261447847
0,7,1,4,-38.3166362007158
0,4,3,0,-0.24052203176148
0,4,3,1,-2.9325718154507
0,4,3,2,14.8385172448408
0,4,3,3,4.36820869737276
0,4,3,4,7.18834220071654
0,4,3,5,3.269365955623
0,4,3,6,-0.939145149597204
0,0,8,0,-5.60185537420932
0,0,8,1,-63.4559160443875
0,0,8,2,249.040066229046
0,0,8,3,103.367544672842
0,0,8,4,79.4045737202093
0,1,7,0,2.51064276749554
0,1,7,1,23.099600857966
0,1,7,2,-79.1010099280956
0,1,7,3,-39.9326849255278
0,1,7,4,-20.8987731688354
0,3,5,0,-0.388381731282923
0,3,5,1,-2.20277051030632
0,3,5,2,12.3199798429987
0,3,5,3,3.46835325428159
0,3,5,4,6.96517067788203
0,0,1,0,0.207771884047568
0,0,1,1,-2.62688108811006
0,0,1,2,-14.2639442737487
0,0,1,3,0.178795813936937
0,0,1,4,-33.5061332586735
0,0,1,5,-14.4338443823086
0,0,1,6,-25.5454442757382
0,0,1,7,7.6529666601522
0,0,1,8,2.00168154026746
0,0,1,9,-0.101939245344752
0,0,1,10,-0.002493565511655039
0,0,1,11,-0.005509358576378399
0,0,1,12,0.001281893287138425
0,0,1,13,-8.815823497400913e-05
0,0,1,14,-1.85981459751084e-05
0,0,1,15,-2.075192438418557e-05
0,0,1,16,-2.074958522473889e-05
0,2,0,0,0.628526636440273
0,2,0,1,-4.06236444970261
0,2,0,2,-43.6791623864885
0,2,0,3,20.2516911240117
0,2,0,4,-103.658890186982
0,2,0,5,-18.3993107361207
0,2,0,6,-74.5705982265394
0,2,0,7,11.935824256706
0,2,0,8,5.69266949972638
0,2,0,9,-0.646431851987687
0,2,0,10,-0.006981213704854972
0,2,0,11,-0.008971730349259651
0,2,0,12,0.004923011624836569
0,2,0,13,-0.0005794456168859728
0,2,0,14,-2.076985747999212e-05
0,2,0,15,-4.751691547321473e-05
0,2,0,16,-4.991682360683226e-05
0,3,0,0,-1.24614398630432
0,3,0,1,0.531660312876132
0,3,0,2,87.0158638478459
0,3,0,3,-115.028651356893
0,3,0,4,209.930577240429
0,3,0,5,-77.7846190376747
0,3,0,6,132.550198765009
0,3,0,7,-3.78856862774764
0,3,0,8,-10.493510625039
0,3,0,9,2.83987141104472
0,3,0,10,0.113348324247707
0,3,0,11,-0.01233335454208557
0,3,0,12,-0.01433149845345595
0,3,0,13,0.0031185008845731
0,3,0,14,1.980539913959173e-05
0,2,1,0,0.03274485724170206
0,2,1,1,-0.700674265047113
0,2,1,2,-0.546857097628504
0,2,1,3,8.58250113970847
0,2,1,4,-1.57647499770772
0,2,1,5,8.38895819256144
0,2,1,6,-0.964610828705288
0,2,1,7,2.18678966799902
0,2,1,8,0.335244663431022
0,2,1,9,-0.05296915523524195
0,2,1,10,-0.007080734073787615
0,2,1,11,-0.0004512959354905344
0,2,1,12,0.0002983797770007899
0,2,1,13,-8.065772716364035e-05
0,2,1,14,-1.022488742488987e-05
0,4,0,0,-1.39572662404242
0,4,0,1,24.7245763399779
0,4,0,2,69.3308083448916
0,4,0,3,-455.494513575057
0,4,0,4,189.39964594324
0,4,0,5,-414.065325677837
0,4,0,6,90.0864436984865
0,4,0,7,-95.6098475239329
0,4,0,8,-12.9753375244209
0,4,0,9,11.7662123359942
0,4,0,10,1.31861966673728
0,4,0,11,-0.147494711404574
0,4,0,12,-0.03985218132340505
0,1,3,0,0.05826807771542862
0,1,3,1,-3.64668004614056
0,1,3,2,2.5324838114523
0,1,3,3,60.0261844996736
0,1,3,4,1.65398884098309
0,1,3,5,77.0363960116015
0,1,3,6,5.70828105645838
0,1,3,7,11.0758045520738
0,1,3,8,0.80879721216466
0,1,3,9,0.02626342188318707
0,1,3,10,-0.02275275617514038
0,1,3,11,-0.004223415698639186
0,1,3,12,0.0001126845527587025
0,5,0,0,2.90150085992129
0,5,0,1,12.6046112168934
0,5,0,2,-195.829733783749
0,5,0,3,74.6128379809205
0,5,0,4,20919.6900208788
0,5,0,5,66.0825203888135
0,5,0,6,-283.666927543461
0,5,0,7,-57.4684684237259
0,5,0,8,24.1281458149793
0,5,0,9,6.07912799973348
0,5,0,10,1.28351341791882
0,4,1,0,0.401873129323593
0,4,1,1,5.81687567389816
0,4,1,2,-7.06692971903097
0,4,1,3,-11.851236742235
0,4,1,4,7.27714899156911
0,4,1,5,4.28514790295431
0,4,1,6,0.508385701350393
0,4,1,7,-18.6453943174502
0,4,1,8,2.91087678513227
0,4,1,9,0.04491059134473956
0,4,1,10,0.135496589652067
0,2,3,0,0.00275940706801803
0,2,3,1,-0.09743613678913544
0,2,3,2,0.623433176595668
0,2,3,3,4.52385929181497
0,2,3,4,1.09553001272306
0,2,3,5,5.01447657916196
0,2,3,6,0.890933679674992
0,2,3,7,0.323307469761319
0,2,3,8,0.03217448190530364
0,2,3,9,-0.01191657027624081
0,2,3,10,-0.001689688910117164
0,0,6,0,1.20565230805482
0,0,6,1,-31.3850423350923
0,0,6,2,-49.644574504714
0,0,6,3,363.188556003887
0,0,6,4,-172.476095192731
0,0,6,5,607.068352400223
0,0,6,6,-91.4105832401588
0,0,6,7,113.728234740908
0,0,6,8,12.8572520541406
0,0,6,0,1.38578204380502
0,0,6,1,5.42169543185371
0,0,6,2,-84.8773875922219
0,0,6,3,-132.556880969324
0,0,6,4,-141.751246305743
0,0,6,5,60.7617010162175
0,0,6,6,-85.140851042323
0,0,6,7,-12.8244574833766
0,0,6,8,11.2331013145542
0,4,2,0,-0.110634566602579
0,4,2,1,-0.459414806711704
0,4,2,2,9.46857025042927
0,4,2,3,13.4586929288404
0,4,2,4,18.8500871065234
0,4,2,5,4.54214638884227
0,4,2,6,12.2069974093686
