|J> |nu1> |nu2> |nu3> Energy
           0           6           1           5  -8.28257949872733     
           0           6           1           6   3.15602285181142     
           0           0           7           0   21.3244498997125     
           0           0           7           1   340.681972941333     
           0           0           7           2   81.1716552376793     
           0           0           7           3  -421.957193291675     
           0           0           7           4   27.3420456142605     
           0           0           7           5  -63.9072896655982     
           0           0           7           6  -4.41694304820633     
           0           1           6           0   8.19092409259930     
           0           1           6           1  -70.8646809921032     
           0           1           6           2   19.7844704428860     
           0           1           6           3   118.771648287799     
           0           1           6           4   28.1930164958448     
           0           1           6           5   7.24837686753321     
           0           1           6           6 -0.564932808594553     
           0           7           1           0   20.5675812598669     
           0           7           1           1  -119.632175394515     
           0           7           1           2   59.9747102395963     
           0           7           1           3   141.319457396119     
           0           7           1           4   57.3918140187537     
           0           4           3           0  -4.35325068676327     
           0           4           3           1   23.4109822037206     
           0           4           3           2  -12.8894318615619     
           0           4           3           3  -32.2140440738266     
           0           4           3           4  -13.4774682490638     
           0           4           3           5  0.470393512405514     
           0           4           3           6  0.330676700116229     
           0           0           8           0  -119.962578280150     
           0           0           8           1  -887.253863993748     
           0           0           8           2   27335.9156837475     
           0           0           8           3   1113.77014559906     
           0           0           8           4  -264.319093403163     
           0           1           7           0   26.5866045836758     
           0           1           7           1   24.0374863032403     
           0           1           7           2   77.4472104566468     
           0           1           7           3  -32.1541435065846     
           0           1           7           4   54.1616224664911     
           0           3           5           0  -13.0724425469720     
           0           3           5           1   52.1726824063017     
           0           3           5           2  -32.2042824048622     
           0           3           5           3  -48.7566241822873     
           0           3           5           4  -27.4088468762611     
           0           0           1           0  -1.16732039728943     
           0           0           1           1  -3.86923284642431     
           0           0           1           2  0.944897204679298     
           0           0           1           3   9.59252491960642     
           0           0           1           4   6.03319982793388     
           0           0           1           5   8.44052222410802     
           0           0           1           6  -5.20286792155466     
           0           0           1           7 -0.594085402119896     
           0           0           1           8  2.661374530784389E-002
           0           0           1           9  4.016389697376901E-003
           0           0           1          10  2.316178831758460E-003
           0           0           1          11  1.012214548578142E-004
           0           0           1          12  9.714995939709774E-006
           0           0           1          13  7.598231258055906E-006
           0           0           1          14  3.810947222986420E-006
           0           0           1          15  2.544028686003615E-006
           0           0           1          16  3.797428304032931E-006
           0           2           0           0  -2.85866689264504     
           0           2           0           1  -11.1958453366616     
           0           2           0           2   11.5497448210893     
           0           2           0           3   27.1286463113942     
           0           2           0           4   30.5726582220264     
           0           2           0           5   24.6349199101059     
           0           2           0           6  -12.7011565188279     
           0           2           0           7  -1.67953030405106     
           0           2           0           8  5.495494070451293E-002
           0           2           0           9  7.054543106973423E-003
           0           2           0          10  6.159787342828045E-003
           0           2           0          11  3.772410561461464E-004
           0           2           0          12  3.098750522432162E-005
           0           2           0          13  1.728871142919534E-005
           0           2           0          14  9.320010910196065E-006
           0           2           0          15  5.420732223807628E-006
           0           2           0          16  7.623575379220177E-006
           0           3           0           0   5.01525659310273     
           0           3           0           1   23.7103658409614     
           0           3           0           2  -30.4010161818123     
           0           3           0           3  -57.2852486382354     
           0           3           0           4  -81.5870146857206     
           0           3           0           5  -53.3229750061392     
           0           3           0           6   22.1790728118236     
           0           3           0           7   3.56225421570341     
           0           3           0           8 -6.956694818229135E-002
           0           3           0           9 -4.710145837269480E-003
           0           3           0          10 -1.216270540308161E-002
           0           3           0          11 -1.010349548864393E-003
           0           3           0          12 -7.547955680521406E-005
           0           3           0          13 -2.683881744051593E-005
           0           3           0          14 -1.634351254918064E-005
           0           2           1           0  -2.40267736989929     
           0           2           1           1  -13.6942885381956     
           0           2           1           2   2.02318309067124     
           0           2           1           3   34.2506011177916     
           0           2           1           4   27.3079092152183     
           0           2           1           5   29.9364276159765     
           0           2           1           6  -10.6932382257044     
           0           2           1           7  -2.02492191037935     
           0           2           1           8 -4.122978562985853E-002
           0           2           1           9  3.819972737214667E-003
           0           2           1          10  5.554419612822457E-003
           0           2           1          11  8.311860345276452E-004
           0           2           1          12 -2.078300028385894E-005
           0           2           1          13  1.003625342302394E-005
           0           2           1          14  8.899930947449067E-006
           0           4           0           0   6.43866525657932     
           0           4           0           1   38.2068903051651     
           0           4           0           2  -52.2022596330235     
           0           4           0           3  -92.8842948138495     
           0           4           0           4  -162.598632059129     
           0           4           0           5  -89.9489270160032     
           0           4           0           6   28.2202323816622     
           0           4           0           7   5.91910721713184     
           0           4           0           8 -5.165088821105116E-002
           0           4           0           9  1.261378075649623E-002
           0           4           0          10 -1.891787332293705E-002
           0           4           0          11 -1.999844273045425E-003
           0           4           0          12 -1.669566761807144E-004
           0           1           3           0  -3.69435636164056     
           0           1           3           1  -31.7587173633280     
           0           1           3           2  -12.4150446270656     
           0           1           3           3   80.5198149319841     
           0           1           3           4   48.9439661560274     
           0           1           3           5   68.7356800527239     
           0           1           3           6  -16.4605007880510     
           0           1           3           7  -4.57423128351048     
           0           1           3           8 -0.260874705810616     
           0           1           3           9 -5.755009413625648E-005
           0           1           3          10  9.599611191633790E-003
           0           1           3          11  2.472520082787662E-003
           0           1           3          12 -1.322373312260456E-004
           0           5           0           0  -5.51349450977090     
           0           5           0           1  -42.5178851661308     
           0           5           0           2   81.4671014825415     
           0           5           0           3   103.367544672842     
           0           5           0           4   272.202123719491     
           0           5           0           5   111.390417940412     
           0           5           0           6  -23.5550403257193     
           0           5           0           7  -7.12230945656194     
           0           5           0           8  0.118418337450013     
           0           5           0           9 -5.115518095580242E-002
           0           5           0          10  2.333372415756403E-002
           0           4           1           0  -3.40152639315558     
           0           4           1           1  -59.5357588626437     
           0           4           1           2  -50.1772520549636     
           0           4           1           3   152.129920207339     
           0           4           1           4   75.2558516497745     
           0           4           1           5   127.558239593063     
           0           4           1           6  -15.5503085324952     
           0           4           1           7  -8.50224582752054     
           0           4           1           8 -0.955847115295401     
           0           4           1           9 -5.668692798404274E-003
           0           4           1          10  9.833107948750856E-003
           0           2           3           0  0.513836912629269     
           0           2           3           1   14.1806592809098     
           0           2           3           2   11.1424753408667     
           0           2           3           3  -36.6448123411233     
           0           2           3           4  -53.2471300365126     
           0           2           3           5  -36.3785600590198     
           0           2           3           6   2.39930004223258     
           0           2           3           7   2.63347659825340     
           0           2           3           8  0.298179558607197     
           0           2           3           9  9.503880308822040E-003
           0           2           3          10 -3.008003731377672E-003
           0           0           6           0  -3.14592899967310     
           0           0           6           1  -16.8117949022262     
           0           0           6           2   147.584121155363     
           0           0           6           3   34.7152625956073     
           0           0           6           4   344.285303687629     
           0           0           6           5   66.2060205535859     
           0           0           6           6  -12.0938804389784     
           0           0           6           7  -3.39303960164881     
           0           0           6           8  0.861513552780267     
           0           0           6           0   1.79477600324056     
           0           0           6           1   75.3454546346475     
           0           0           6           2   149.765585843156     
           0           0           6           3  -194.693078309522     
           0           0           6           4   38.0450974725972     
           0           0           6           5  -147.524836694146     
           0           0           6           6   10.8156676676282     
           0           0           6           7   10.3722683292477     
           0           0           6           8   2.42926924417583     
           0           4           2           0   1.05114351308173     
           0           4           2           1   3.23762929567539     
           0           4           2           2   18.1959283152153     
           0           4           2           3  -9.59544155348585     
           0           4           2           4  -11.0147049377900     
           0           4           2           5  -11.6185293178960     
           0           4           2           6   4.91758835429667     
           0           4           2           7   1.21367190281681     
           0           4           2           8  0.123488246591891     
           0           6           1           0  -3.22838411317829     
           0           6           1           1   25.4265542298067     
           0           6           1           2   71.6776277739792     
           0           6           1           3  -63.0763173466597     
           0           6           1           4  0.769327792052193     
           0           6           1           5  -55.4227032422972     
           0           6           1           6  -10.4711538163092     
           0           0           7           0  -17.9101844527121     
           0           0           7           1  -35.6626927108318     
           0           0           7           2  -461.010140761499     
           0           0           7           3   114.502573409417     
           0           0           7           4  -541.981693532045     
           0           0           7           5   34.1700492612801     
           0           0           7           6  -95.2017404847729     
           0           1           6           0   2.25774314136922     
           0           1           6           1  -13.9159824943952     
           0           1           6           2   91.5730890368533     
           0           1           6           3   30.8239596979444     
           0           1           6           4   142.404053802574     
           0           1           6           5   35.9129876789172     
           0           1           6           6   10.3229865316315     
           0           7           1           0   1.97768680136075     
           0           7           1           1  -35.4852571228672     
           0           7           1           2   150.308398711347     
           0           7           1           3   92.0994003120658     
           0           7           1           4   167.186237077901     
           0           4           3           0  9.412734462143130E-002
           0           4           3           1   7.45764008142871     
           0           4           3           2  -28.2592760384484     
           0           4           3           3  -19.7711716958194     
           0           4           3           4  -36.4651344541529     
           0           4           3           5  -17.2833812661662     
           0           4           3           6  0.806816922827016     
           0           0           8           0   8.45393539511435     
           0           0           8           1   197.396440312428     
           0           0           8           2   1113.77014559906     
           0           0           8           3   28365.7657536125     
           0           0           8           4   1319.05148861626     
           0           1           7           0  3.273836781012609E-003
           0           1           7           1  -45.0880837275464     
           0           1           7           2  -31.6846734819363     
           0           1           7           3   114.025672176052     
           0           1           7           4  -41.2147401664726     
           0           3           5           0  0.513431463927754     
           0           3           5           1   22.3943376546879     
           0           3           5           2  -62.4057611973265     
           0           3           5           3  -48.9495872994455     
           0           3           5           4  -54.4243780249561     
           0           0           1           0 -8.130485730685606E-002
           0           0           1           1   2.33438068092195     
           0           0           1           2   5.37911358251374     
           0           0           1           3  -1.97410534449474     
           0           0           1           4   12.8675501730813     
           0           0           1           5   3.20033810240658     
           0           0           1           6   10.2767351416349     
           0           0           1           7  -6.85620489593226     
           0           0           1           8 -0.900650335728631     
           0           0           1           9 -3.305869089316923E-002
           0           0           1          10  5.822822366540354E-003
           0           0           1          11  4.054176613977024E-003
           0           0           1          12 -2.618019247048968E-004
           0           0           1          13 -8.232869136322437E-006
           0           0           1          14  2.222406866104138E-005
           0           0           1          15  1.612129398814933E-005
           0           0           1          16  1.884992629430791E-005
           0           2           0           0 -0.236532831049115     
           0           2           0           1   5.71198783243551     
           0           2           0           2   15.5247512331598     
           0           2           0           3   5.81309799623313     
           0           2           0           4   36.3162816304903     
           0           2           0           5   25.4472637509427     
           0           2           0           6   29.9115421009075     
           0           2           0           7  -16.7101438265928     
           0           2           0           8  -2.52450801642775     
           0           2           0           9 -6.175319670893947E-002
           0           2           0          10  9.917474992884315E-003
           0           2           0          11  1.066881546048165E-002
           0           2           0          12 -8.906990631213260E-004
           0           2           0          13 -2.949717677176353E-005
           0           2           0          14  4.918858606852371E-005
           0           2           0          15  3.710117884027814E-005
           0           2           0          16  3.946041375619251E-005
           0           3           0           0  0.517408684642346     
           0           3           0           1  -10.0096099003490     
           0           3           0           2  -32.7443422055076     
           0           3           0           3  -21.8224775823577     
           0           3           0           4  -76.3792885281139     
           0           3           0           5  -75.7034427232643     
           0           3           0           6  -64.5141902739473     
           0           3           0           7   29.1066570554343     
           0           3           0           8   5.30310153893033     
           0           3           0           9  5.746079114793049E-002
           0           3           0          10 -5.394898349037853E-003
           0           3           0          11 -2.077927373078902E-002
           0           3           0          12  2.237089779588491E-003
           0           3           0          13  8.004628628097219E-005
           0           3           0          14 -7.225751777973080E-005
           0           2           1           0 -0.301241251710645     
           0           2           1           1   4.80588188066891     
           0           2           1           2   18.8456880343420     
           0           2           1           3  -4.21644821347976     
           0           2           1           4   45.3655509647378     
           0           2           1           5   22.8226504730913     
           0           2           1           6   36.0654647964449     
           0           2           1           7  -14.0567531255906     
           0           2           1           8  -2.99197042685926     
           0           2           1           9  8.974025492300132E-002
           0           2           1          10  6.801589474682092E-003
           0           2           1          11  9.502678028595037E-003
           0           2           1          12 -1.672390112133616E-003
           0           2           1          13  8.762295429299097E-005
           0           2           1          14  3.542651924695402E-005
           0           4           0           0  0.887890214779335     
           0           4           0           1  -12.8227455611092     
           0           4           0           2  -52.4632879953911     
           0           4           0           3  -43.0773612472675     
           0           4           0           4  -123.220828010922     
           0           4           0           5  -161.478999125850     
           0           4           0           6  -108.398801622346     
           0           4           0           7   36.8564027282665     
           0           4           0           8   8.71923746946270     
           0           4           0           9 -5.937066531702076E-003
           0           4           0          10  2.290927598949458E-002
           0           4           0          11 -3.171303528267488E-002
           0           4           0          12  4.256564726057271E-003
           0           1           3           0 -0.707387302923640     
           0           1           3           1   7.39701243003380     
           0           1           3           2   43.4965460398817     
           0           1           3           3  -24.9542297668155     
           0           1           3           4   105.919960499090     
           0           1           3           5   41.9997017578360     
           0           1           3           6   82.3671177495870     
           0           1           3           7  -21.5971351058954     
           0           1           3           8  -6.67314787664564     
           0           1           3           9  0.459218344057096     
           0           1           3          10  5.078701926631315E-003
           0           1           3          11  1.613886225643406E-002
           0           1           3          12 -4.725756508306621E-003
           0           5           0           0  -1.10041888962644     
           0           5           0           1   10.9078795272162     
           0           5           0           2   57.9288653941966     
           0           5           0           3   79.4045737202093     
           0           5           0           4   136.553553821610     
           0           5           0           5   286.633573560184     
           0           5           0           6   133.851552781658     
           0           5           0           7  -30.3550576806856     
           0           5           0           8  -10.3842550806016     
           0           5           0           9 -7.071139822787066E-002
           0           5           0          10 -8.756906805328975E-002
           0           4           1           0  -1.37041192799403     
           0           4           1           1   6.87564102410074     
           0           4           1           2   81.0750560911981     
           0           4           1           3  -69.3731068040671     
           0           4           1           4   198.692220535015     
           0           4           1           5   69.7357103200206     
           0           4           1           6   151.937910492261     
           0           4           1           7  -20.4259570040318     
           0           4           1           8  -12.2303745914513     
           0           4           1           9   1.56988900140076     
           0           4           1          10  1.128976721861186E-002
           0           2           3           0  0.432147132031914     
           0           2           3           1  -1.05153839608250     
           0           2           3           2  -18.9774223989953     
           0           2           3           3   14.8276010604980     
           0           2           3           4  -47.4294735200073     
           0           2           3           5  -56.8074576768613     
           0           2           3           6  -43.1065968499991     
           0           2           3           7   3.10410931580094     
           0           2           3           8   3.76155039359535     
           0           2           3           9 -0.491266032204179     
           0           2           3          10  9.109222972251915E-003
           0           0           6           0 -0.510213516058526     
           0           0           6           1   6.03196012350765     
           0           0           6           2   22.8751759807653     
           0           0           6           3   163.529157800115     
           0           0           6           4   47.1365691840851     
           0           0           6           5   376.625114048351     
           0           0           6           6   80.4057758526453     
           0           0           6           7  -14.8432251867534     
           0           0           6           8  -4.98309478948086     
           0           0           6           0   1.72128212261138     
           0           0           6           1  -3.98353675603993     
           0           0           6           2  -102.347720281689     
           0           0           6           3   182.567423594459     
           0           0           6           4  -252.828721222150     
           0           0           6           5   55.6759780647469     
           0           0           6           6  -174.679821273047     
           0           0           6           7   15.1827305526577     
           0           0           6           8   14.7913226863925     
           0           4           2           0  0.187050569225201     
           0           4           2           1  -2.13627263808608     
           0           4           2           2  -4.14211901655114     
           0           4           2           3   23.9156126116092     
           0           4           2           4  -12.2726432510654     
           0           4           2           5  -8.78232506782471     
           0           4           2           6  -13.7158284716552     
           0           4           2           7   6.54259404986368     
           0           4           2           8   1.77282439689675     
           0           6           1           0  0.845386455656392     
           0           6           1           1   5.87099651195753     
           0           6           1           2  -33.4438649132124     
           0           6           1           3   78.0439300254970     
           0           6           1           4  -79.4804402033056     
           0           6           1           5  -2.70565167027881     
           0           6           1           6  -64.1630398248249     
           0           0           7           0  -1.03387403142566     
           0           0           7           1   37.8555355059704     
           0           0           7           2   48.9838969938801     
           0           0           7           3  -587.153746397995     
           0           0           7           4   150.524092244968     
           0           0           7           5  -672.107300546965     
           0           0           7           6   41.3291398953958     
           0           1           6           0 -0.158345512804047     
           0           1           6           1  -4.51472077248229     
           0           1           6           2   19.2664129870231     
           0           1           6           3   111.146048214530     
           0           1           6           4   40.9142187392199     
           0           1           6           5   164.939957489160     
           0           1           6           6   43.3459230805862     
           0           7           1           0 -0.198076634668974     
           0           7           1           1  -3.99115585147791     
           0           7           1           2   49.9693307277304     
           0           7           1           3   177.595266392959     
           0           7           1           4   123.284615724824     
           0           4           3           0  7.973985226670610E-002
           0           4           3           1 -0.261854492590662     
           0           4           3           2  -10.4377001735480     
           0           4           3           3  -31.9358113903927     
           0           4           3           4  -26.4567274080773     
           0           4           3           5  -39.6885875675997     
           0           4           3           6  -21.0493667286797     
           0           0           8           0   5.65792631735875     
           0           0           8           1  -16.4356093244272     
           0           0           8           2  -264.319093403163     
           0           0           8           3   1319.05148861626     
           0           0           8           4   29395.9689236709     
           0           1           7           0 -0.618829620385809     
           0           1           7           1  0.584752576653421     
           0           1           7           2   62.4325716377951     
           0           1           7           3  -40.7383545849668     
           0           1           7           4   149.891135990489     
           0           3           5           0  0.236427378426744     
           0           3           5           1 -0.988768047636818     
           0           3           5           2  -31.3271006098782     
           0           3           5           3  -70.1203866203621     
           0           3           5           4  -65.1995282542686     
           0           0           1           0  0.114092284691932     
           0           0           1           1  0.611154003550198     
           0           0           1           2  0.515362685392071     
           0           0           1           3 -0.338516111992646     
           0           0           1           4 -1.550319180113041E-002
           0           0           1           5  3.250030834524982E-003
           0           0           1           6 -1.591931936868979E-004
           0           0           1           7 -6.066987925253113E-005
           0           0           1           8  5.251249762787644E-006
           0           0           1           9 -6.805255934302703E-007
           0           0           1          10  1.750377308014744E-007
           0           0           1          11  6.060982460916992E-009
           0           0           1          12  4.065918897858552E-009
           0           0           1          13  1.027652639989359E-009
           0           0           1          14  1.330607408814418E-009
           0           0           1          15  1.248705531901345E-009
           0           0           1          16  2.109503274999921E-009
           0           2           0           0  0.442988863016232     
           0           2           0           1   6.00930467537037     
           0           2           0           2  -1.80020645665738     
           0           2           0           3  0.430609015034173     
           0           2           0           4  5.524961899658168E-002
           0           2           0           5  4.456272615212947E-003
           0           2           0           6  2.051730398085286E-004
           0           2           0           7  3.117329721003116E-005
           0           2           0           8  1.749340763928922E-005
           0           2           0           9 -1.480574313983322E-006
           0           2           0          10  1.343261266323817E-007
           0           2           0          11 -3.499406220762684E-008
           0           2           0          12  1.430439480398785E-008
           0           2           0          13 -2.284104029770832E-009
           0           2           0          14 -3.039624549974841E-009
           0           2           0          15 -3.545607028411340E-009
           0           2           0          16 -5.650784332352940E-009
           0           3           0           0  -1.44161711979143     
           0           3           0           1  -22.7961215837247     
           0           3           0           2   7.89636262390575     
           0           3           0           3  -2.08280722801433     
           0           3           0           4 -0.239565910571571     
           0           3           0           5 -6.063356671956569E-003
           0           3           0           6 -6.736677106792820E-004
           0           3           0           7 -2.904685928965892E-004
           0           3           0           8 -4.676710534261361E-005
           0           3           0           9  1.957804299244186E-006
           0           3           0          10  2.296868999865824E-008
           0           3           0          11  1.507807429753800E-007
           0           3           0          12 -3.166137848037958E-008
           0           3           0          13  6.645741249495881E-009
           0           3           0          14  9.166081040183945E-009
           0           2           1           0  -2.68510632056859     
           0           2           1           1  -45.7643040229138     
           0           2           1           2   15.5498286696253     
           0           2           1           3  -4.49176140645085     
           0           2           1           4 -0.464532331468364     
           0           2           1           5  1.129147503916684E-002
           0           2           1           6 -1.018806291433546E-003
           0           2           1           7 -8.337767040215693E-004
           0           2           1           8 -4.006859516668020E-005
           0           2           1           9 -3.758555951112206E-006
           0           2           1          10  1.102746720443810E-006
           0           2           1          11  2.897237893499507E-007
           0           2           1          12 -1.006933462159981E-008
           0           2           1          13  8.622499834423905E-009
           0           2           1          14  1.273682870325202E-008
           0           4           0           0  -2.77472894449141     
           0           4           0           1  -46.9958899099521     
           0           4           0           2   15.6433150893658     
           0           4           0           3  -3.42750459797199     
           0           4           0           4 -0.475384612721280     
           0           4           0           5 -1.073341069351559E-002
           0           4           0           6 -4.359340672374850E-004
           0           4           0           7 -5.955072040289968E-004
           0           4           0           8 -9.136720376567761E-005
           0           4           0           9  1.338667372659931E-006
           0           4           0          10  6.778155613671781E-008
           0           4           0          11  3.160633241700966E-007
           0           4           0          12 -4.818593577661900E-008
           0           1           3           0  -5.18650469524880     
           0           1           3           1  -91.3655457365821     
           0           1           3           2   30.1791340843079     
           0           1           3           3  -6.62265350267582     
           0           1           3           4 -0.897244518243240     
           0           1           3           5  1.352720589751401E-002
           0           1           3           6  1.994130750415439E-004
           0           1           3           7 -1.521864421833278E-003
           0           1           3           8 -9.905358755364887E-005
           0           1           3           9 -9.966305285273163E-006
           0           1           3          10  1.655690953702477E-006
           0           1           3          11  6.042785934439374E-007
           0           1           3          12 -9.453902745909014E-009
           0           5           0           0   3.04787234779042     
           0           5           0           1   52.2355829525597     
           0           5           0           2  -13.5982895784530     
           0           5           0           3   2.51064276749554     
           0           5           0           4  0.400555323764173     
           0           5           0           5  6.513230854410565E-003
           0           5           0           6 -1.974720752738227E-004
           0           5           0           7  5.321086998763746E-004
           0           5           0           8  7.294686944966340E-005
           0           5           0           9  9.008102847419971E-007
           0           5           0          10 -1.340675423597237E-007
           0           4           1           0  -8.71452782102074     
           0           4           1           1  -160.386298189566     
           0           4           1           2   47.9025345975736     
           0           4           1           3  -6.68295705621808     
           0           4           1           4  -1.43112622357968     
           0           4           1           5  9.826506011240665E-003
           0           4           1           6  4.595008113260969E-003
           0           4           1           7 -2.309584042879571E-003
           0           4           1           8 -1.909288130794362E-004
           0           4           1           9 -2.266440361165619E-005
           0           4           1          10  1.915680932686086E-006
           0           2           3           0   1.70412802441206     
           0           2           3           1   62.2919435050992     
           0           2           3           2  -37.0448104982719     
           0           2           3           3   3.03569890693622     
           0           2           3           4   1.21235110105364     
           0           2           3           5  7.201963989154711E-002
           0           2           3           6 -4.088521828481163E-003
           0           2           3           7  1.027098990582110E-003
           0           2           3           8  3.371386814852181E-004
           0           2           3           9 -3.892023866174037E-006
           0           2           3          10  2.045753684903768E-006
           0           0           6           0  0.244452893409232     
           0           0           6           1  -9.22624422038185     
           0           0           6           2   11.3749073538159     
           0           0           6           3  0.108033017598879     
           0           0           6           4 -0.405784468265599     
           0           0           6           5 -4.484237763713496E-002
           0           0           6           6  1.967942930818754E-003
           0           0           6           7 -1.078578465102640E-004
           0           0           6           8 -1.589776578429104E-004
           0           0           6           0   16.6835528464201     
           0           0           6           1   291.154391991072     
           0           0           6           2  -59.7846307472075     
           0           0           6           3   4.77280525791384     
           0           0           6           4   1.69957706534875     
           0           0           6           5 -3.973288068110809E-002
           0           0           6           6 -1.041218910178182E-002
           0           0           6           7  3.084263109113534E-003
           0           0           6           8  1.766341129527934E-004
           0           4           2           0   1.38836128349499     
           0           4           2           1   94.9000145685484     
           0           4           2           2  -60.7903183460536     
           0           4           2           3   2.26702958285917     
           0           4           2           4   2.05260239099570     
           0           4           2           5  0.235260792294229     
           0           4           2           6 -6.330164558050971E-003
           0           4           2           7  4.153063874349837E-004
           0           4           2           8  8.218111676412692E-004
           0           6           1           0  -3.76826331162266     
           0           6           1           1  -61.2223204518938     
           0           6           1           2   14.6950039272797     
           0           6           1           3  0.275648076452781     
           0           6           1           4 -0.387439455352898     
           0           6           1           5 -8.654807729221330E-003
           0           6           1           6  3.324568714973284E-003
           0           0           7           0  -12.5186148035571     
           0           0           7           1  -146.737805023362     
           0           0           7           2   1.97744192810301     
           0           0           7           3 -0.983403058845839     
           0           0           7           4  0.465529178256921     
           0           0           7           5  0.440504749646471     
           0           0           7           6  1.059166757599374E-002
           0           1           6           0  -13.2931210651343     
           0           1           6           1  -151.390408015752     
           0           1           6           2  -2.65734687099759     
           0           1           6           3   14.5601974013393     
           0           1           6           4  0.516925254899997     
           0           1           6           5  0.467304473060518     
           0           1           6           6  2.976579777060431E-002
           0           7           1           0   3.30591164880082     
           0           7           1           1   39.0790012105585     
           0           7           1           2  -5.52885672023648     
           0           7           1           3   1.32610171476217     
           0           7           1           4  4.908720856878948E-003
           0           4           3           0   6.94897469001830     
           0           4           3           1   93.0270903227754     
