|J> |nu1> |nu2> |nu3> Energy
           0           2           0           1 -1.788671039728302E-007
           0           2           0           2  1.745559881673796E-004
           0           2           0           3 -6.368028075489486E-003
           0           2           0           4 -3.249275443027121E-002
           0           2           0           5  0.155725686517524     
           0           2           0           6  -2.72484095034843     
           0           2           0           7  -23.9131310238112     
           0           2           0           8  -33.7180023899669     
           0           2           0           9   191.950945733974     
           0           2           0          10  -180.776225814515     
           0           2           0          11   1144.65272711241     
           0           2           0          12   617.344579669801     
           0           2           0          13   1118.24753201041     
           0           2           0          14  -241.292579074884     
           0           2           0          15   336.321092997193     
           0           2           0          16   85.9467182226950     
           0           3           0           0 -1.066928179991529E-006
           0           3           0           1 -9.458467018550610E-006
           0           3           0           2  9.868207300449855E-005
           0           3           0           3 -4.125838058295351E-003
           0           3           0           4  1.844132386861911E-005
           0           3           0           5  0.184577758950228     
           0           3           0           6  -2.08235582477313     
           0           3           0           7  -7.37797656052834     
           0           3           0           8   52.0899542652258     
           0           3           0           9   94.3205565996726     
           0           3           0          10   268.762081194880     
           0           3           0          11  -111.997837030317     
           0           3           0          12   25094.0967133997     
           0           3           0          13  -81.1498695262592     
           0           3           0          14   226.702946060287     
           0           2           1           0  4.651441258711322E-008
           0           2           1           1  6.561106719207707E-007
           0           2           1           2 -7.344805974695041E-008
           0           2           1           3  1.915150710187049E-004
           0           2           1           4 -7.498098924973761E-004
           0           2           1           5 -4.999686187887578E-003
           0           2           1           6  0.129134580633125     
           0           2           1           7 -7.291783987096583E-002
           0           2           1           8  -2.25183402892928     
           0           2           1           9  -22.1480789615344     
           0           2           1          10   8.65748518100938     
           0           2           1          11  -58.9094683552425     
           0           2           1          12  -43.1969307509510     
           0           2           1          13  -56.1549623252768     
           0           2           1          14   27.4799204365886     
           0           4           0           0  2.275867478928053E-006
           0           4           0           1  9.554758056701299E-007
           0           4           0           2 -2.021111697147626E-004
           0           4           0           3  7.616864097578182E-003
           0           4           0           4  3.714804059908420E-002
           0           4           0           5 -0.182333780148970     
           0           4           0           6   3.33421738494028     
           0           4           0           7   27.7602677840977     
           0           4           0           8   38.3371316875632     
           0           4           0           9  -265.249850527805     
           0           4           0          10   204.597005419204     
           0           4           0          11  -1226.64454876358     
           0           4           0          12  -735.134225356064     
           0           1           3           0  3.769541795111542E-007
           0           1           3           1 -2.445968761475393E-006
           0           1           3           2 -5.521527726778658E-005
           0           1           3           3  1.156559695132043E-003
           0           1           3           4  1.312054869811225E-002
           0           1           3           5 -2.672840558081090E-002
           0           1           3           6  0.290945786097326     
           0           1           3           7   7.54894202848614     
           0           1           3           8   20.2530669356657     
           0           1           3           9   36.2744105801734     
           0           1           3          10   126.314390029896     
           0           1           3          11   160.209080050685     
           0           1           3          12  -177.672565078324     
           0           5           0           0 -4.734776476285532E-007
           0           5           0           1  2.758763894642388E-006
           0           5           0           2  5.180120155691303E-005
           0           5           0           3 -1.418677515711827E-003
           0           5           0           4 -1.433149845345595E-002
           0           5           0           5  1.781474951166749E-002
           0           5           0           6 -0.453756242518378     
           0           5           0           7  -8.18862555655370     
           0           5           0           8  -28.0053891144006     
           0           5           0           9   14.2656522279116     
           0           5           0          10  -223.543299728763     
           0           4           1           0 -5.128496635209087E-008
           0           4           1           1  2.061326459640715E-006
           0           4           1           2  9.088611881685112E-006
           0           4           1           3 -1.226730757538861E-004
           0           4           1           4 -6.019175265853331E-003
           0           4           1           5 -2.003107587640715E-002
           0           4           1           6  2.320467782615508E-002
           0           4           1           7  -2.40996102884379     
           0           4           1           8  -20.3554452849096     
           0           4           1           9   19.3657443451427     
           0           4           1          10  -174.307759191725     
           0           2           3           0  1.045709797500837E-008
           0           2           3           1 -2.301091665508127E-007
           0           2           3           2 -1.060044196118543E-006
           0           2           3           3  2.235532575603911E-005
           0           2           3           4  6.565890386496640E-004
           0           2           3           5  1.604344540152831E-003
           0           2           3           6  1.641841223040398E-003
           0           2           3           7  0.291855633537971     
           0           2           3           8   2.01157603799787     
           0           2           3           9  -1.63437287255701     
           0           2           3          10   10.6792763411984     
           0           0           6           0 -1.395915331846808E-007
           0           0           6           1  2.251314603461954E-006
           0           0           6           2  1.126206274101670E-005
           0           0           6           3 -3.533869681246869E-004
           0           0           6           4 -7.072494951243276E-003
           0           0           6           5 -1.806338789758366E-002
           0           0           6           6 -8.854064713276560E-002
           0           0           6           7  -3.18411056776255     
           0           0           6           8  -22.9681601662827     
           0           0           6           0  5.892355307475123E-008
           0           0           6           1 -2.719490801850694E-006
           0           0           6           2 -3.462513958117020E-006
           0           0           6           3  9.633440879247145E-005
           0           0           6           4  6.958299105628402E-003
           0           0           6           5  3.378738480612281E-002
           0           0           6           6 -1.919075541060911E-002
           0           0           6           7   2.57376577766537     
           0           0           6           8   27.6457134219448     
           0           4           2           0 -2.061203120338041E-008
           0           4           2           1  9.095919220255077E-007
           0           4           2           2 -8.930645400749846E-007
           0           4           2           3 -3.231069482289855E-005
           0           4           2           4 -2.186751918372250E-003
           0           4           2           5 -1.382186979102191E-002
           0           4           2           6 -6.900649749773833E-003
           0           4           2           7 -0.754697845219115     
           0           4           2           8  -10.0148980960162     
           0           6           1           0 -5.672145877336675E-008
           0           6           1           1  1.613005936332968E-006
           0           6           1           2 -5.830148258442643E-007
           0           6           1           3 -1.147313199553939E-004
           0           6           1           4 -4.090661323568896E-003
           0           6           1           5 -2.326157500699963E-002
           0           6           1           6 -3.772858571125784E-002
           0           0           7           0 -3.631505715019318E-008
           0           0           7           1  1.769988788397302E-006
           0           0           7           2 -3.270898327776145E-006
           0           0           7           3 -5.290588069862046E-005
           0           0           7           4 -4.148689639418166E-003
           0           0           7           5 -2.911688930264567E-002
           0           0           7           6 -1.754951168542771E-002
           0           1           6           0  3.355120890124012E-009
           0           1           6           1  7.859766256509201E-007
           0           1           6           2 -5.183933473877150E-006
           0           1           6           3  4.640160750849921E-005
           0           1           6           4 -1.334938461787048E-003
           0           1           6           5 -1.657119377530237E-002
           0           1           6           6  1.060932062115038E-002
           0           7           1           0  2.098891554501642E-008
           0           7           1           1 -1.079005872852585E-006
           0           7           1           2  5.190402572798810E-006
           0           7           1           3  2.110369522916292E-005
           0           7           1           4  2.255042530445924E-003
           0           4           3           0 -6.303227282490202E-009
           0           4           3           1  8.426537838219043E-008
           0           4           3           2 -2.649310662328651E-008
           0           4           3           3 -1.721003075463372E-005
           0           4           3           4 -2.542280930771182E-004
           0           4           3           5 -1.361229405519227E-003
           0           4           3           6 -8.925055675786503E-003
           0           0           8           0 -5.530524164538829E-009
           0           0           8           1 -1.378596772802451E-006
           0           0           8           2  1.174621864017788E-005
           0           0           8           3 -7.547955680521406E-005
           0           0           8           4  2.237089779588491E-003
           0           1           7           0 -3.166137848037958E-008
           0           1           7           1  5.818611460160107E-007
           0           1           7           2 -1.524557824336647E-006
           0           1           7           3 -7.945711630053814E-005
           0           1           7           4 -1.536535429156842E-003
           0           3           5           0  1.261564931226138E-008
           0           3           5           1 -1.354924013407087E-007
           0           3           5           2 -2.434581453082698E-007
           0           3           5           3  3.467279756879718E-005
           0           3           5           4  4.427888151541976E-004
           0           0           1           0  2.300856910701225E-008
           0           0           1           1 -1.099053500519731E-006
           0           0           1           2  4.615201982160163E-006
           0           0           1           3 -2.865340538601157E-005
           0           0           1           4  1.396586639662604E-003
           0           0           1           5  1.144467345165797E-002
           0           0           1           6 -6.703193321119999E-003
           0           0           1           7  0.335511829245871     
           0           0           1           8   5.24704385715893     
           0           0           1           9  -17.3219591202703     
           0           0           1          10  -4.37314341114811     
           0           0           1          11   107.922680646726     
           0           0           1          12   173.478207770623     
           0           0           1          13   299.975547110310     
           0           0           1          14  -145.895623853147     
           0           0           1          15   130.444054902955     
           0           0           1          16  -13.5874154690000     
           0           2           0           0  2.042684919581421E-007
           0           2           0           1 -8.841564904246221E-006
           0           2           0           2  3.335870866945838E-007
           0           2           0           3 -1.591268765339006E-004
           0           2           0           4  1.324723169270710E-002
           0           2           0           5  4.806109617994586E-002
           0           2           0           6 -0.185778642040165     
           0           2           0           7   4.36380141135268     
           0           2           0           8   30.7619116149671     
           0           2           0           9  -41.8675452568847     
           0           2           0          10  -233.717082336698     
           0           2           0          11   206.346242570548     
           0           2           0          12   1309.95754773248     
           0           2           0          13   740.429983241180     
           0           2           0          14  -1308.47333790376     
           0           2           0          15   297.305140316037     
           0           2           0          16  -430.686299654753     
           0           3           0           0  7.320418211133965E-008
           0           3           0           1 -4.098178984018718E-006
           0           3           0           2 -2.902875462208227E-005
           0           3           0           3 -8.700415786402952E-005
           0           3           0           4  7.967409863287943E-003
           0           3           0           5 -6.731853343509308E-003
           0           3           0           6 -0.235784023938295     
           0           3           0           7   3.14826718950898     
           0           3           0           8   8.07423710526008     
           0           3           0           9   62.3435715515296     
           0           3           0          10  -125.601176833398     
           0           3           0          11  -254.243996561655     
           0           3           0          12  -81.1498695262592     
           0           3           0          13   26200.2251621549     
           0           3           0          14   35.5449982813491     
           0           2           1           0 -1.165254478987289E-008
           0           2           1           1  2.132542849929426E-007
           0           2           1           2  1.528041300633299E-006
           0           2           1           3 -7.774024274738687E-006
           0           2           1           4 -3.561419350606424E-004
           0           2           1           5  1.482723654133969E-003
           0           2           1           6  4.347875037331791E-003
           0           2           1           7 -0.183800997294976     
           0           2           1           8  0.179587360520713     
           0           2           1           9  -2.35618777971165     
           0           2           1          10   25.9685849309982     
           0           2           1          11  -13.3142126540742     
           0           2           1          12  -71.6538778092856     
           0           2           1          13  -56.5421312502805     
           0           2           1          14   71.4338577627595     
           0           4           0           0 -2.206819701547084E-007
           0           4           0           1  1.025633972143364E-005
           0           4           0           2  2.498494804025811E-006
           0           4           0           3  1.801166614377212E-004
           0           4           0           4 -1.577847508487544E-002
           0           4           0           5 -5.457097667449098E-002
           0           4           0           6  0.214221547823369     
           0           4           0           7  -5.30882385837356     
           0           4           0           8  -35.6314665565967     
           0           4           0           9   48.2587593449190     
           0           4           0          10   320.816565338518     
           0           4           0          11  -240.419801908824     
           0           4           0          12  -1430.53822448489     
           0           1           3           0  2.720017758901530E-008
           0           1           3           1  1.461363493393132E-006
           0           1           3           2 -4.000941917354900E-006
           0           1           3           3  9.466441108130607E-005
           0           1           3           4 -2.541260439441332E-003
           0           1           3           5 -2.079762668620075E-002
           0           1           3           6  3.920205093528518E-002
           0           1           3           7 -0.559717187680659     
           0           1           3           8  -10.0654453324523     
           0           1           3           9   23.3004771165187     
           0           1           3          10  -40.8271161635113     
           0           1           3          11  -126.401427627605     
           0           1           3          12   167.233579906106     
           0           5           0           0  2.456915766520844E-008
           0           5           0           1 -2.172494071240046E-006
           0           5           0           2  6.960937145470964E-006
           0           5           0           3 -6.831516265518656E-005
           0           5           0           4  3.118500884573100E-003
           0           5           0           5  2.303926048570768E-002
           0           5           0           6 -2.149991767907848E-002
           0           5           0           7  0.801859108502545     
           0           5           0           8   10.9570939329010     
           0           5           0           9  -33.5196313217099     
           0           5           0          10  -16.3168929132191     
           0           4           1           0 -4.235537938496602E-008
           0           4           1           1 -4.805684090174169E-008
           0           4           1           2  3.972909037505416E-006
           0           4           1           3 -2.466071080546883E-005
           0           4           1           4  3.550500214682727E-004
           0           4           1           5  1.041088977129725E-002
           0           4           1           6  2.781903492149186E-002
           0           4           1           7  4.760300077778293E-003
           0           4           1           8   3.45764622820837     
           0           4           1           9  -24.7709847888023     
           0           4           1          10  -19.6275747390921     
           0           2           3           0 -3.943965897735321E-010
           0           2           3           1  5.679093983712672E-008
           0           2           3           2 -6.494280181273075E-007
           0           2           3           3  1.523602553648639E-006
           0           2           3           4 -6.070406746311475E-005
           0           2           3           5 -1.136982665207094E-003
           0           2           3           6 -2.295833220119470E-003
           0           2           3           7 -7.316573405681008E-003
           0           2           3           8 -0.411444700979029     
           0           2           3           9   2.43900286557721     
           0           2           3          10   1.70402381966571     
           0           0           6           0  4.192174149155383E-009
           0           0           6           1 -6.969039515045564E-007
           0           0           6           2  6.247364566963812E-006
           0           0           6           3 -1.297391919457943E-005
           0           0           6           4  8.662739685245330E-004
           0           0           6           5  1.216553298878583E-002
           0           0           6           6  2.757420015723298E-002
           0           0           6           7  0.179819751312102     
           0           0           6           8   4.47168040023554     
           0           0           6           0  2.253477610917605E-008
           0           0           6           1  2.363948661193865E-007
           0           0           6           2 -6.871314471424196E-006
           0           0           6           3  8.195301846067835E-006
           0           0           6           4 -3.470920073807840E-004
           0           0           6           5 -1.239924956604350E-002
           0           0           6           6 -4.903883027807506E-002
           0           0           6           7 -1.035475530228115E-002
           0           0           6           8  -3.78128331102633     
           0           4           2           0 -1.949670392786198E-009
           0           4           2           1 -1.161748962433148E-007
           0           4           2           2  2.584424194360070E-006
           0           4           2           3  3.103405165234817E-006
           0           4           2           4  1.173893488270095E-004
           0           4           2           5  3.983418535130211E-003
           0           4           2           6  2.070418256546037E-002
           0           4           2           7  1.990696807827169E-002
           0           4           2           8   1.13266454300073     
           0           6           1           0  4.711578775118315E-009
           0           6           1           1 -3.360192207395320E-007
           0           6           1           2  4.854642585631264E-006
           0           6           1           3  6.608266006917016E-006
           0           6           1           4  3.307485387883209E-004
           0           6           1           5  7.385567226995000E-003
           0           6           1           6  3.541206901407726E-002
           0           0           7           0 -3.548402975939770E-009
           0           0           7           1 -2.114360866905693E-007
           0           0           7           2  5.088421667794231E-006
           0           0           7           3  9.305028495802031E-006
           0           0           7           4  2.065800666186411E-004
           0           0           7           5  7.626142959118396E-003
           0           0           7           6  4.384843123787671E-002
           0           1           6           0  3.091541159563309E-009
           0           1           6           1 -4.557551712103388E-008
           0           1           6           2  2.581468919738194E-006
           0           1           6           3  1.143467074770392E-005
           0           1           6           4 -5.161991245615594E-005
           0           1           6           5  2.670032801203970E-003
           0           1           6           6  2.488020187920006E-002
           0           7           1           0 -7.214465618371872E-009
           0           7           1           1  1.810130587130451E-007
           0           7           1           2 -3.573969548728033E-006
           0           7           1           3 -1.452532576230507E-005
           0           7           1           4 -1.052522980913415E-004
           0           4           3           0  1.065950058688334E-009
           0           4           3           1 -3.559784967327203E-008
           0           4           3           2  2.834531996197545E-007
           0           4           3           3  8.609285312723241E-007
           0           4           3           4  4.059609915168076E-005
           0           4           3           5  4.531087681452207E-004
           0           4           3           6  2.230210756777267E-003
           0           0           8           0 -7.708380548281678E-009
           0           0           8           1  9.318467145208935E-008
           0           0           8           2 -4.700959960272744E-006
           0           0           8           3 -2.683881744051593E-005
           0           0           8           4  8.004628628097219E-005
           0           1           7           0  6.645741249495881E-009
           0           1           7           1 -1.943506271015797E-007
           0           1           7           2  1.979192391799445E-006
           0           1           7           3  7.622431825542983E-006
           0           1           7           4  1.982392867600397E-004
           0           3           5           0 -2.509174818350475E-009
           0           3           5           1  7.201399692012793E-008
           0           3           5           2 -4.751031107296494E-007
           0           3           5           3 -1.093490335829205E-006
           0           3           5           4 -8.023130265322827E-005
           0           0           1           0  3.676366049155179E-008
           0           0           1           1 -3.886498913981522E-007
           0           0           1           2  5.028847044192746E-006
           0           0           1           3  1.814761477920340E-005
           0           0           1           4  2.807647239398933E-005
           0           0           1           5  3.003992098239323E-003
           0           0           1           6  1.807236298520021E-002
           0           0           1           7 -3.091568527254427E-003
           0           0           1           8  0.584985801506298     
           0           0           1           9  -6.93188510011734     
           0           0           1          10  -20.2840604835712     
           0           0           1          11  -4.25138481644740     
           0           0           1          12  -110.980219644441     
           0           0           1          13  -195.704755132217     
           0           0           1          14   324.399812710790     
           0           0           1          15  -163.735803712907     
           0           0           1          16   127.807793956813     
           0           2           0           0  2.341930287772711E-007
           0           2           0           1 -2.923179139552876E-006
           0           2           0           2  3.726681393003611E-005
           0           2           0           3  5.228807327631242E-005
           0           2           0           4  4.225548547479292E-004
           0           2           0           5  2.634299611528062E-002
           0           2           0           6  6.903076377816657E-002
           0           2           0           7 -0.161150965685589     
           0           2           0           8   6.80342628940132     
           0           2           0           9  -38.6518140504176     
           0           2           0          10  -51.6569239870629     
           0           2           0          11  -279.852238856941     
           0           2           0          12  -241.722555816266     
           0           2           0          13  -1506.42566839583     
           0           2           0          14   899.570166135858     
           0           2           0          15  -1483.38702439455     
           0           2           0          16   235.465014986103     
           0           3           0           0  2.376293365198328E-008
           0           3           0           1 -7.943663421167199E-007
           0           3           0           2  1.291522180664082E-005
           0           3           0           3 -6.345409106930559E-005
           0           3           0           4  1.623671444169817E-004
           0           3           0           5  1.429047380408591E-002
           0           3           0           6 -2.127567962648453E-002
           0           3           0           7 -0.260758503958812     
           0           3           0           8   4.60959973002074     
           0           3           0           9  -8.02630332458091     
           0           3           0          10   72.7650308038472     
           0           3           0          11  -164.047549112408     
           0           3           0          12   226.702946060287     
           0           3           0          13   35.5449982813491     
           0           3           0          14   27312.2298391404     
           0           2           1           0 -1.023529410610824E-008
           0           2           1           1  1.287082403020102E-007
           0           2           1           2 -1.032462244792479E-006
           0           2           1           3  9.826398953791570E-007
           0           2           1           4 -4.021053569738092E-005
           0           2           1           5 -6.381520196122848E-004
           0           2           1           6  2.585086917566990E-003
           0           2           1           7  3.501869624502554E-004
           0           2           1           8 -0.253724111466706     
           0           2           1           9 -0.345813564839599     
           0           2           1          10  -2.25021601744605     
           0           2           1          11   30.0945853919766     
           0           2           1          12   19.3018779258945     
           0           2           1          13   87.1760507575738     
           0           2           1          14  -72.9521171175840     
           0           4           0           0 -2.390881397063042E-007
           0           4           0           1  3.147248928078845E-006
           0           4           0           2 -4.208983504811869E-005
           0           4           0           3 -4.903427631257536E-005
           0           4           0           4 -4.954754954295049E-004
           0           4           0           5 -3.119615262252138E-002
           0           4           0           6 -7.770796905132792E-002
           0           4           0           7  0.178530414859221     
           0           4           0           8  -8.23186072138470     
           0           4           0           9   44.6582824179102     
           0           4           0          10   60.4789028960348     
           0           4           0          11   381.930282510366     
           0           4           0          12   290.363935338706     
           0           1           3           0  3.070939283549394E-008
           0           1           3           1 -1.872375390010891E-007
           0           1           3           2 -3.676986576191999E-006
           0           1           3           3 -1.960230094991371E-006
           0           1           3           4  1.186815628362073E-004
           0           1           3           5 -5.143261190412785E-003
           0           1           3           6 -3.097748268286904E-002
           0           1           3           7  5.106033303227631E-002
           0           1           3           8  -1.00202686075130     
           0           1           3           9   13.1296635103505     
           0           1           3          10   25.9374671061091     
           0           1           3          11  -45.9670620286333     
           0           1           3          12   124.858994303520     
           0           5           0           0  3.882408675495905E-008
           0           5           0           1 -4.897923932817200E-007
           0           5           0           2  8.674909048082759E-006
           0           5           0           3  2.434216422103930E-005
           0           5           0           4  1.980539913959173E-005
           0           5           0           5  6.499240265044975E-003
           0           5           0           6  3.562095227067554E-002
           0           5           0           7 -1.575004496266163E-002
           0           5           0           8   1.36069542744374     
           0           5           0           9  -14.3757050156606     
           0           5           0          10  -39.3130678243183     
           0           4           1           0 -5.286025226348846E-008
           0           4           1           1  4.771990397800890E-007
           0           4           1           2 -1.498916173156200E-006
           0           4           1           3 -1.832168621344730E-007
           0           4           1           4 -7.477095929380245E-005
           0           4           1           5  8.215652342379540E-004
           0           4           1           6  1.690077081960224E-002
           0           4           1           7  3.665112449674441E-002
           0           4           1           8  7.001151006188361E-002
           0           4           1           9  -4.86460408333816     
           0           4           1          10  -29.5702062932108     
           0           2           3           0 -1.400243984946582E-009
           0           2           3           1  1.411504098350600E-008
           0           2           3           2 -2.678010277461984E-007
           0           2           3           3 -1.915127653977297E-006
           0           2           3           4 -1.008015710519764E-006
           0           2           3           5 -1.525355208864105E-004
           0           2           3           6 -1.900939869533956E-003
           0           2           3           7 -3.340306592189651E-003
           0           2           3           8 -1.877008995423569E-002
           0           2           3           9  0.570403259838422     
           0           2           3          10   2.90330923742606     
           0           0           6           0  1.186821856307317E-008
           0           0           6           1 -1.410702058977416E-007
           0           0           6           2  3.023194702227605E-006
           0           0           6           3  1.850248601674795E-005
           0           0           6           4  2.383042317981415E-005
           0           0           6           5  2.013149460872076E-003
           0           0           6           6  2.023096258985725E-002
           0           0           6           7  4.302035660445579E-002
           0           0           6           8  0.341867404398465     
           0           0           6           0  2.366485377104657E-008
           0           0           6           1 -2.077090879140959E-007
           0           0           6           2 -3.604364656641208E-007
           0           0           6           3 -1.367096425459535E-005
           0           0           6           4  1.302187952750262E-005
           0           0           6           5 -9.839618830766519E-004
           0           0           6           6 -2.111049692199698E-002
           0           0           6           7 -6.920019343578120E-002
           0           0           6           8 -8.336085139544673E-002
           0           4           2           0 -7.770453728736662E-010
           0           4           2           1  4.734719934838006E-010
           0           4           2           2  5.335497320799223E-007
           0           4           2           3  7.022365854941724E-006
           0           4           2           4  1.471959092188933E-005
           0           4           2           5  3.549246793070727E-004
           0           4           2           6  7.010439899207395E-003
           0           4           2           7  3.042464789080136E-002
           0           4           2           8  4.774909174600648E-002
           0           6           1           0  9.840096640018120E-009
           0           6           1           1 -1.076549503410591E-007
           0           6           1           2  1.773488028012717E-006
           0           6           1           3  1.531677008263206E-005
           0           6           1           4  4.224151965868313E-005
           0           6           1           5  8.956941094518377E-004
           0           6           1           6  1.297406558345673E-002
           0           0           7           0 -1.715983158997314E-009
           0           0           7           1  8.163185834085150E-010
           0           0           7           2  1.007433759676941E-006
           0           0           7           3  1.403307194258953E-005
           0           0           7           4  3.525387091635803E-005
           0           0           7           5  6.512566174125396E-004
           0           0           7           6  1.355722622779807E-002
           0           1           6           0  5.886073015123013E-009
           0           1           6           1 -5.441695643780489E-008
           0           1           6           2  5.569837938950171E-007
           0           1           6           3  8.523676940899565E-006
           0           1           6           4  3.086370912616959E-005
           0           1           6           5  3.122450894439251E-005
           0           1           6           6  5.163820754691081E-003
           0           7           1           0 -1.140407495814628E-008
           0           7           1           1  1.161440505020603E-007
           0           7           1           2 -1.275487650635148E-006
           0           7           1           3 -1.255871494739020E-005
           0           7           1           4 -5.023586700201864E-005
           0           4           3           0  1.436081210515919E-009
           0           4           3           1 -1.616468752950183E-008
           0           4           3           2  1.909045926844192E-007
           0           4           3           3  1.128495827865901E-006
           0           4           3           4  5.246664303841306E-006
           0           4           3           5  9.547322979831850E-005
           0           4           3           6  8.003018550268362E-004
           0           0           8           0 -1.210090151985976E-008
           0           0           8           1  1.195927283496974E-007
           0           0           8           2 -1.140458729603453E-006
           0           0           8           3 -1.634351254918064E-005
           0           0           8           4 -7.225751777973080E-005
           0           1           7           0  9.166081040183945E-009
           0           1           7           1 -1.001424912062048E-007
           0           1           7           2  1.124975373716723E-006
           0           1           7           3  7.687358486312176E-006
           0           1           7           4  3.561985495847070E-005
           0           3           5           0 -3.477705054881191E-009
           0           3           5           1  3.690801302067832E-008
           0           3           5           2 -3.930576302990111E-007
           0           3           5           3 -2.049357454810327E-006
           0           3           5           4 -9.201670827089023E-006
           0           0           1           0   7.87602149109557     
           0           0           1           1   162.251899268927     
           0           0           1           2  -59.1084136108786     
           0           0           1           3   2.84754453289273     
           0           0           1           4   1.88168296915864     
           0           0           1           5  0.111098037414326     
           0           0           1           6 -8.685435835617854E-003
           0           0           1           7  1.610604969443221E-003
           0           0           1           8  5.274058648565186E-004
           0           0           1           9 -3.992083502296505E-007
           0           0           1          10  3.276626291635357E-006
           0           0           1          11 -1.480901759802587E-006
           0           0           1          12  2.026045414506027E-007
           0           0           1          13  5.584297128572914E-008
           0           0           1          14  6.111171921124904E-008
           0           0           1          15  8.130059371944471E-008
           0           0           1          16  1.666537204508800E-007
           0           2           0           0   1.07076551816391     
           0           2           0           1  -14.6314069485240     
           0           2           0           2   19.5094753439723     
           0           2           0           3   2.44963109523343     
           0           2           0           4 -0.776136319257506     
           0           2           0           5 -0.133484996453471     
           0           2           0           6  4.794743664044133E-003
           0           2           0           7  3.361095252966760E-004
           0           2           0           8 -4.110265335038790E-004
           0           2           0           9  2.279149783606405E-005
           0           2           0          10 -5.386504821745157E-006
           0           2           0          11  6.707581950446834E-007
           0           2           0          12 -2.483562995194910E-007
           0           2           0          13 -2.213623289907675E-008
           0           2           0          14 -2.439322383018262E-008
           0           2           0          15 -2.742364973967204E-008
           0           2           0          16 -5.837578355365493E-008
           0           3           0           0  0.478269964077029     
           0           3           0           1   2.92219127503088     
           0           3           0           2   1.75110333849993     
           0           3           0           3   1.15724105350757     
           0           3           0           4 -0.156914073039245     
           0           3           0           5  9.196230875008461E-003
           0           3           0           6  3.090815874089458E-003
